Date Hour,AvUtilization(bps),PeakUtilization(bps),AverageDiscards(%),AverageErrors(%),AverageUtilization(bps)_SEC,PeakUtilization(bps)_SEC,AverageDiscards(%)_SEC,AverageErrors %)_SEC
04/08/2025 06:00,129938.0,178157.0,0,0,3627.0,6058.0,0,0
04/08/2025 07:00,85296.0,149590.0,0,0,3636.0,6080.0,0,0
04/08/2025 08:00,3349374.0,9860798.0,0,0,3621.0,6059.0,0,0
04/08/2025 09:00,2518739.0,4285092.0,0,0,3655.0,6214.0,0,0
04/08/2025 10:00,1031437.0,1752022.0,0,0,3644.0,6090.0,0,0
04/08/2025 11:00,1921052.0,3405561.0,0,0,3630.0,6066.0,0,0
04/08/2025 12:00,1255179.0,1944071.0,0,0,3648.0,6079.0,0,0
04/08/2025 13:00,1218517.0,3191549.0,0,0,3630.0,6071.0,0,0
04/08/2025 14:00,572239.0,1325848.0,0,0,3650.0,6086.0,0,0
04/08/2025 15:00,594020.0,889637.0,0,0,3667.0,6389.0,0,0
04/08/2025 16:00,812653.0,1616069.0,0,0,3639.0,6029.0,0,0
04/08/2025 17:00,184975.0,361979.0,0,0,3629.0,6045.0,0,0
04/08/2025 18:00,147855.0,284648.0,0,0,3632.0,6048.0,0,0
04/08/2025 19:00,136490.0,168342.0,0,0,3621.0,6055.0,0,0
04/08/2025 20:00,148483.0,254183.0,0,0,3634.0,6068.0,0,0
04/08/2025 21:00,132617.0,156109.0,0,0,3633.0,6179.0,0,0
04/08/2025 22:00,129811.0,160659.0,0,0,3632.0,6084.0,0,0
04/08/2025 23:00,149446.0,362379.0,0,0,3639.0,6112.0,0,0
04/09/2025 00:00,129220.0,142930.0,0,0,3602.0,6084.0,0,0
04/09/2025 01:00,154142.0,353624.0,0,0,3693.0,6099.0,0,0
04/09/2025 02:00,130999.0,147894.0,0,0,3640.0,6066.0,0,0
04/09/2025 03:00,132300.0,177592.0,0,0,3622.0,6082.0,0,0
04/09/2025 04:00,140384.0,186643.0,0,0,3676.0,6588.0,0,0
04/09/2025 05:00,166297.0,313649.0,0,0,3758.0,6336.0,0,0
04/09/2025 06:00,129790.0,162403.0,0,0,3622.0,6059.0,0,0
04/09/2025 07:00,126529.0,166618.0,0,0,3630.0,6082.0,0,0
04/09/2025 08:00,2519488.0,9005647.0,0,0,3643.0,6121.0,0,0
04/09/2025 09:00,962614.0,1781760.0,0,0,3638.0,6092.0,0,0
04/09/2025 10:00,927867.0,1972802.0,0,0,3664.0,6141.0,0,0
04/09/2025 11:00,777224.0,1482598.0,0,0,3635.0,6062.0,0,0
04/09/2025 12:00,1269754.0,2420121.0,0,0,3649.0,6075.0,0,0
04/09/2025 13:00,1481574.0,3770826.0,0,0,3640.0,6053.0,0,0
04/09/2025 14:00,870149.0,1741138.0,0,0,3642.0,6078.0,0,0
04/09/2025 15:00,2996725.0,5822592.0,0,0,3654.0,6073.0,0,0
04/09/2025 16:00,635391.0,1197745.0,0,0,3637.0,6035.0,0,0
04/09/2025 17:00,191985.0,262391.0,0,0,3653.0,6251.0,0,0
04/09/2025 18:00,174254.0,299307.0,0,0,3634.0,6611.0,0,0
04/09/2025 19:00,129806.0,179196.0,0,0,3639.0,6207.0,0,0
04/09/2025 20:00,1551414.0,9925084.0,0,0,3630.0,6062.0,0,0
04/09/2025 21:00,722006.0,7179139.0,0,0,3671.0,6534.0,0,0
04/09/2025 22:00,132001.0,158502.0,0,0,3629.0,6064.0,0,0
04/09/2025 23:00,1598892.0,9923884.0,0,0,3643.0,6210.0,0,0
04/10/2025 00:00,657958.0,6473120.0,0,0,3637.0,6039.0,0,0
04/10/2025 01:00,134745.0,350460.0,0,0,3659.0,6068.0,0,0
04/10/2025 02:00,84146.0,106500.0,0,0,3633.0,6050.0,0,0
04/10/2025 03:00,126014.0,187365.0,0,0,3628.0,6043.0,0,0
04/10/2025 04:00,130256.0,160309.0,0,0,3678.0,6498.0,0,0
04/10/2025 05:00,157343.0,268340.0,0,0,3769.0,6013.0,0,0
04/10/2025 06:00,127137.0,159685.0,0,0,3624.0,5903.0,0,0
04/10/2025 07:00,129476.0,153508.0,0,0,3635.0,6086.0,0,0
04/10/2025 08:00,1272520.0,4721910.0,0,0,3641.0,5954.0,0,0
04/10/2025 09:00,1225927.0,2369189.0,0,0,3662.0,6136.0,0,0
04/10/2025 10:00,821712.0,1278368.0,0,0,3658.0,6303.0,0,0
04/10/2025 11:00,847765.0,1666044.0,0,0,3638.0,5918.0,0,0
04/10/2025 12:00,1143729.0,2736451.0,0,0,3653.0,5961.0,0,0
04/10/2025 13:00,609624.0,938058.0,0,0,3666.0,5957.0,0,0
04/10/2025 14:00,1118532.0,2014331.0,0,0,3648.0,5900.0,0,0
04/10/2025 15:00,2261266.0,5313552.0,0,0,3633.0,5924.0,0,0
04/10/2025 16:00,765645.0,1816364.0,0,0,3647.0,5898.0,0,0
04/10/2025 17:00,373019.0,1176007.0,0,0,3638.0,5955.0,0,0
04/10/2025 18:00,176657.0,265428.0,0,0,3634.0,5937.0,0,0
04/10/2025 19:00,130980.0,149506.0,0,0,3627.0,5930.0,0,0
04/10/2025 20:00,151052.0,265777.0,0,0,3629.0,5897.0,0,0
04/10/2025 21:00,133174.0,160752.0,0,0,3634.0,5921.0,0,0
04/10/2025 22:00,128263.0,150398.0,0,0,3631.0,5929.0,0,0
04/10/2025 23:00,142731.0,335167.0,0,0,3623.0,5915.0,0,0
04/11/2025 00:00,130368.0,169567.0,0,0,3640.0,5990.0,0,0
04/11/2025 01:00,126844.0,158320.0,0,0,3638.0,5959.0,0,0
04/11/2025 02:00,189799.0,675168.0,0,0,3625.0,5928.0,0,0
04/11/2025 03:00,129507.0,163047.0,0,0,3640.0,5956.0,0,0
04/11/2025 04:00,154979.0,244444.0,0,0,3652.0,6462.0,0,0
04/11/2025 05:00,150809.0,278495.0,0,0,3778.0,6363.0,0,0
04/11/2025 06:00,131244.0,163482.0,0,0,3633.0,5943.0,0,0
04/11/2025 07:00,125826.0,166591.0,0,0,3634.0,6079.0,0,0
04/11/2025 08:00,1439724.0,4614780.0,0,0,3631.0,5943.0,0,0
04/11/2025 09:00,868379.0,1200378.0,0,0,3645.0,6305.0,0,0
04/11/2025 10:00,1495683.0,2753400.0,0,0,3662.0,6044.0,0,0
04/11/2025 11:00,1068443.0,2679018.0,0,0,3653.0,5935.0,0,0
04/11/2025 12:00,1873985.0,3293639.0,0,0,3664.0,6025.0,0,0
04/11/2025 13:00,1072231.0,3024885.0,0,0,3650.0,5946.0,0,0
04/11/2025 14:00,532091.0,924841.0,0,0,3689.0,6173.0,0,0
04/11/2025 15:00,753916.0,1263362.0,0,0,3654.0,6002.0,0,0
04/11/2025 16:00,168248.0,450185.0,0,0,3662.0,6093.0,0,0
04/11/2025 17:00,165493.0,271959.0,0,0,3641.0,5965.0,0,0
04/11/2025 18:00,174637.0,267963.0,0,0,3643.0,6095.0,0,0
04/11/2025 19:00,132561.0,167663.0,0,0,3623.0,5965.0,0,0
04/11/2025 20:00,149244.0,246880.0,0,0,3660.0,6005.0,0,0
04/11/2025 21:00,132253.0,167324.0,0,0,3626.0,5965.0,0,0
04/11/2025 22:00,126145.0,173680.0,0,0,3650.0,5961.0,0,0
04/11/2025 23:00,138346.0,297087.0,0,0,3633.0,5953.0,0,0
04/12/2025 00:00,129522.0,176976.0,0,0,3651.0,6027.0,0,0
04/12/2025 01:00,128195.0,161532.0,0,0,3640.0,6064.0,0,0
04/12/2025 02:00,130565.0,149531.0,0,0,3665.0,6210.0,0,0
04/12/2025 03:00,125470.0,147252.0,0,0,3626.0,5915.0,0,0
04/12/2025 04:00,156351.0,391649.0,0,0,3703.0,6425.0,0,0
04/12/2025 05:00,153774.0,222697.0,0,0,3755.0,5954.0,0,0
04/12/2025 06:00,131188.0,163364.0,0,0,3653.0,6053.0,0,0
04/12/2025 07:00,130085.0,161405.0,0,0,3643.0,5933.0,0,0
04/12/2025 08:00,130641.0,164190.0,0,0,3680.0,6037.0,0,0
04/12/2025 09:00,123163.0,142656.0,0,0,3631.0,5929.0,0,0
04/12/2025 10:00,130832.0,166042.0,0,0,3657.0,5997.0,0,0
04/12/2025 11:00,127317.0,148166.0,0,0,3628.0,5922.0,0,0
04/12/2025 12:00,174628.0,726147.0,0,0,3680.0,6002.0,0,0
04/12/2025 13:00,135934.0,176635.0,0,0,3629.0,5969.0,0,0
04/12/2025 14:00,129872.0,155767.0,0,0,3658.0,6170.0,0,0
04/12/2025 15:00,137056.0,179741.0,0,0,3630.0,5977.0,0,0
04/12/2025 16:00,127534.0,162461.0,0,0,3656.0,6109.0,0,0
04/12/2025 17:00,110407.0,217508.0,0,0,3623.0,5942.0,0,0
04/12/2025 18:00,105408.0,152512.0,0,0,3647.0,5979.0,0,0
04/12/2025 19:00,2049891.0,9924949.0,0,0,3633.0,6040.0,0,0
04/12/2025 20:00,207390.0,1022004.0,0,0,3626.0,6088.0,0,0
04/12/2025 21:00,134357.0,173908.0,0,0,3634.0,6038.0,0,0
04/12/2025 22:00,129584.0,155076.0,0,0,3644.0,6036.0,0,0
04/12/2025 23:00,133176.0,217649.0,0,0,3631.0,6023.0,0,0
04/13/2025 00:00,130187.0,173510.0,0,0,3653.0,6166.0,0,0
04/13/2025 01:00,127912.0,145666.0,0,0,3623.0,6055.0,0,0
04/13/2025 02:00,132831.0,172576.0,0,0,3645.0,6176.0,0,0
04/13/2025 03:00,129996.0,165567.0,0,0,3628.0,6055.0,0,0
04/13/2025 04:00,134129.0,158869.0,0,0,3714.0,6560.0,0,0
04/13/2025 05:00,145054.0,230919.0,0,0,3724.0,6035.0,0,0
04/13/2025 06:00,126898.0,138131.0,0,0,3645.0,6110.0,0,0
04/13/2025 07:00,129682.0,159537.0,0,0,3625.0,6164.0,0,0
04/13/2025 08:00,124063.0,151279.0,0,0,3645.0,6122.0,0,0
04/13/2025 09:00,125539.0,154132.0,0,0,3634.0,6137.0,0,0
04/13/2025 10:00,125658.0,147829.0,0,0,3652.0,6121.0,0,0
04/13/2025 11:00,124916.0,156585.0,0,0,3628.0,6149.0,0,0
04/13/2025 12:00,128267.0,171643.0,0,0,3650.0,6328.0,0,0
04/13/2025 13:00,137235.0,206523.0,0,0,3621.0,6130.0,0,0
04/13/2025 14:00,127324.0,166072.0,0,0,3657.0,6300.0,0,0
04/13/2025 15:00,126993.0,145432.0,0,0,3623.0,6147.0,0,0
04/13/2025 16:00,126559.0,153427.0,0,0,3650.0,6194.0,0,0
04/13/2025 17:00,129222.0,158493.0,0,0,3629.0,6165.0,0,0
04/13/2025 18:00,128540.0,160271.0,0,0,3647.0,6214.0,0,0
04/13/2025 19:00,131975.0,159741.0,0,0,3625.0,6223.0,0,0
04/13/2025 20:00,124189.0,142195.0,0,0,3671.0,6148.0,0,0
04/13/2025 21:00,134201.0,183016.0,0,0,3616.0,6131.0,0,0
04/13/2025 22:00,125914.0,151177.0,0,0,3654.0,6088.0,0,0
04/13/2025 23:00,139444.0,289505.0,0,0,3628.0,6146.0,0,0
04/14/2025 00:00,130575.0,154201.0,0,0,3650.0,6087.0,0,0
04/14/2025 01:00,179462.0,754483.0,0,0,3640.0,6117.0,0,0
04/14/2025 02:00,132508.0,153651.0,0,0,3653.0,6152.0,0,0
04/14/2025 03:00,129103.0,156332.0,0,0,3629.0,6156.0,0,0
04/14/2025 04:00,133688.0,170888.0,0,0,3697.0,6709.0,0,0
04/14/2025 05:00,175784.0,289671.0,0,0,3747.0,6158.0,0,0
04/14/2025 06:00,132373.0,179399.0,0,0,3633.0,6127.0,0,0
04/14/2025 07:00,127583.0,149965.0,0,0,3608.0,5976.0,0,0
04/14/2025 08:00,1394755.0,5780819.0,0,0,3620.0,5969.0,0,0
04/14/2025 09:00,3101599.0,9860319.0,0,0,3629.0,6018.0,0,0
04/14/2025 10:00,919855.0,1845355.0,0,0,3661.0,5981.0,0,0
04/14/2025 11:00,953438.0,2203127.0,0,0,3668.0,6083.0,0,0
04/14/2025 12:00,3134320.0,6298557.0,0,0,3712.0,5971.0,0,0
04/14/2025 13:00,1950391.0,4390764.0,0,0,3734.0,6578.0,0,0
04/14/2025 14:00,698306.0,1523684.0,0,0,3633.0,5987.0,0,0
04/14/2025 15:00,1173350.0,2810444.0,0,0,3645.0,6041.0,0,0
04/14/2025 16:00,578787.0,1519281.0,0,0,3639.0,6020.0,0,0
04/14/2025 17:00,175346.0,335739.0,0,0,3364.0,5900.0,0,0
04/14/2025 18:00,178253.0,294172.0,0,0,3635.0,6010.0,0,0
04/14/2025 19:00,133055.0,153820.0,0,0,3645.0,6008.0,0,0
04/14/2025 20:00,151264.0,322905.0,0,0,3625.0,6011.0,0,0
04/14/2025 21:00,144482.0,208733.0,0,0,3649.0,6075.0,0,0
04/14/2025 22:00,129164.0,151222.0,0,0,3643.0,6153.0,0,0
04/14/2025 23:00,153101.0,473939.0,0,0,3639.0,6108.0,0,0
04/15/2025 00:00,129400.0,167026.0,0,0,3604.0,6097.0,0,0
04/15/2025 01:00,136295.0,256828.0,0,0,3688.0,6110.0,0,0
04/15/2025 02:00,135883.0,156749.0,0,0,3639.0,6097.0,0,0
04/15/2025 03:00,131174.0,155159.0,0,0,3666.0,6120.0,0,0
04/15/2025 04:00,131559.0,162547.0,0,0,3671.0,6668.0,0,0
04/15/2025 05:00,169393.0,333173.0,0,0,3763.0,6123.0,0,0
04/15/2025 06:00,133014.0,188635.0,0,0,3629.0,6110.0,0,0
04/15/2025 07:00,117195.0,188974.0,0,0,3635.0,6138.0,0,0
04/15/2025 08:00,1261972.0,3977194.0,0,0,3630.0,6065.0,0,0
04/15/2025 09:00,751655.0,1178696.0,0,0,3648.0,6013.0,0,0
04/15/2025 10:00,632862.0,925010.0,0,0,3651.0,5991.0,0,0
04/15/2025 11:00,833337.0,2301731.0,0,0,3638.0,6030.0,0,0
04/15/2025 12:00,1917785.0,4090491.0,0,0,3652.0,6045.0,0,0
04/15/2025 13:00,611927.0,907974.0,0,0,3640.0,6027.0,0,0
04/15/2025 14:00,477780.0,1051438.0,0,0,3641.0,6000.0,0,0
04/15/2025 15:00,528961.0,902386.0,0,0,3634.0,6026.0,0,0
04/15/2025 16:00,762403.0,5076214.0,0,0,3643.0,6016.0,0,0
04/15/2025 17:00,244410.0,653812.0,0,0,3642.0,6022.0,0,0
04/15/2025 18:00,196022.0,268532.0,0,0,3630.0,6018.0,0,0
04/15/2025 19:00,130904.0,170894.0,0,0,3653.0,6128.0,0,0
04/15/2025 20:00,154566.0,280147.0,0,0,3633.0,6078.0,0,0
04/15/2025 21:00,1480492.0,2879298.0,0,0,3637.0,6115.0,0,0
04/15/2025 22:00,777158.0,3033594.0,0,0,3633.0,6155.0,0,0
04/15/2025 23:00,135196.0,214457.0,0,0,3642.0,6190.0,0,0
04/16/2025 00:00,131957.0,147989.0,0,0,3645.0,6228.0,0,0
04/16/2025 01:00,145339.0,212328.0,0,0,3650.0,6343.0,0,0
04/16/2025 02:00,135342.0,159042.0,0,0,3635.0,6262.0,0,0
04/16/2025 03:00,130565.0,149772.0,0,0,3640.0,6256.0,0,0
04/16/2025 04:00,140914.0,173613.0,0,0,3684.0,6800.0,0,0
04/16/2025 05:00,150891.0,227608.0,0,0,3767.0,6437.0,0,0
04/16/2025 06:00,129883.0,202999.0,0,0,3625.0,6243.0,0,0
04/16/2025 07:00,125691.0,144132.0,0,0,3640.0,6440.0,0,0
04/16/2025 08:00,1719378.0,5379814.0,0,0,3643.0,6266.0,0,0
04/16/2025 09:00,1377317.0,4211533.0,0,0,3634.0,6356.0,0,0
04/16/2025 10:00,866906.0,1779371.0,0,0,3626.0,6094.0,0,0
04/16/2025 11:00,2055200.0,2694855.0,0,0,3701.0,6132.0,0,0
04/16/2025 12:00,2684357.0,5065989.0,0,0,3646.0,5768.0,0,0
04/16/2025 13:00,1030616.0,1590120.0,0,0,3648.0,5799.0,0,0
04/16/2025 14:00,736219.0,2208467.0,0,0,3640.0,5786.0,0,0
04/16/2025 15:00,1920376.0,2826361.0,0,0,3652.0,5818.0,0,0
04/16/2025 16:00,990480.0,2238538.0,0,0,3644.0,5806.0,0,0
04/16/2025 17:00,467832.0,1105959.0,0,0,3633.0,5830.0,0,0
04/16/2025 18:00,174184.0,227502.0,0,0,3641.0,5830.0,0,0
04/16/2025 19:00,129204.0,145981.0,0,0,3627.0,5832.0,0,0
04/16/2025 20:00,149167.0,257444.0,0,0,3642.0,5923.0,0,0
04/16/2025 21:00,135759.0,170870.0,0,0,3624.0,5838.0,0,0
04/16/2025 22:00,128568.0,150853.0,0,0,3632.0,5852.0,0,0
04/16/2025 23:00,136621.0,221415.0,0,0,3627.0,5847.0,0,0
04/17/2025 00:00,132496.0,160951.0,0,0,3647.0,5848.0,0,0
04/17/2025 01:00,156933.0,299567.0,0,0,3650.0,5865.0,0,0
04/17/2025 02:00,131924.0,151586.0,0,0,3653.0,6300.0,0,0
04/17/2025 03:00,135461.0,164701.0,0,0,3633.0,5872.0,0,0
04/17/2025 04:00,2123197.0,9480262.0,0,0,3684.0,6389.0,0,0
04/17/2025 05:00,174454.0,301720.0,0,0,3746.0,5922.0,0,0
04/17/2025 06:00,129554.0,154242.0,0,0,3630.0,5885.0,0,0
04/17/2025 07:00,131598.0,165069.0,0,0,3622.0,5916.0,0,0
04/17/2025 08:00,1295099.0,5837258.0,0,0,3633.0,5998.0,0,0
04/17/2025 09:00,779729.0,1373529.0,0,0,3645.0,6047.0,0,0
04/17/2025 10:00,505328.0,721934.0,0,0,3610.0,6105.0,0,0
04/17/2025 11:00,747824.0,1434968.0,0,0,3686.0,6602.0,0,0
04/17/2025 12:00,2002610.0,6154165.0,0,0,3617.0,6488.0,0,0
04/17/2025 13:00,482479.0,1042424.0,0,0,3637.0,6034.0,0,0
04/17/2025 14:00,475750.0,987290.0,0,0,3698.0,6381.0,0,0
04/17/2025 15:00,516542.0,972210.0,0,0,3643.0,6002.0,0,0
04/17/2025 16:00,373331.0,702308.0,0,0,3652.0,5927.0,0,0
04/17/2025 17:00,219445.0,372095.0,0,0,3480.0,5987.0,0,0
04/17/2025 18:00,202202.0,421375.0,0,0,3608.0,6105.0,0,0
04/17/2025 19:00,127057.0,147954.0,0,0,3642.0,5985.0,0,0
04/17/2025 20:00,152568.0,271380.0,0,0,3681.0,6255.0,0,0
04/17/2025 21:00,133355.0,164898.0,0,0,3593.0,6351.0,0,0
04/17/2025 22:00,2117041.0,9906129.0,0,0,3680.0,5973.0,0,0
04/17/2025 23:00,141315.0,311573.0,0,0,3630.0,5991.0,0,0
04/18/2025 00:00,127151.0,159812.0,0,0,3685.0,6576.0,0,0
04/18/2025 01:00,152770.0,397439.0,0,0,3629.0,6033.0,0,0
04/18/2025 02:00,133093.0,149627.0,0,0,3649.0,6142.0,0,0
04/18/2025 03:00,2122270.0,9924340.0,0,0,3636.0,6040.0,0,0
04/18/2025 04:00,138019.0,176076.0,0,0,3696.0,6518.0,0,0
04/18/2025 05:00,153939.0,258303.0,0,0,3643.0,6065.0,0,0
04/18/2025 06:00,127664.0,158037.0,0,0,3765.0,7397.0,0,0
04/18/2025 07:00,130908.0,154008.0,0,0,3621.0,6032.0,0,0
04/18/2025 08:00,1115489.0,3593768.0,0,0,3649.0,6153.0,0,0
04/18/2025 09:00,832574.0,2401441.0,0,0,3635.0,6053.0,0,0
04/18/2025 10:00,779233.0,1603554.0,0,0,3675.0,6103.0,0,0
04/18/2025 11:00,1823817.0,4136781.0,0,0,3635.0,6063.0,0,0
04/18/2025 12:00,775859.0,1240370.0,0,0,3641.0,6328.0,0,0
04/18/2025 13:00,460607.0,770393.0,0,0,3650.0,6335.0,0,0
04/18/2025 14:00,417182.0,833375.0,0,0,3643.0,6354.0,0,0
04/18/2025 15:00,440101.0,804427.0,0,0,3595.0,5915.0,0,0
04/18/2025 16:00,189672.0,415986.0,0,0,3654.0,6021.0,0,0
04/18/2025 17:00,2183668.0,9525360.0,0,0,3635.0,5929.0,0,0
04/18/2025 18:00,160901.0,202887.0,0,0,3629.0,5941.0,0,0
04/18/2025 19:00,127709.0,145318.0,0,0,3638.0,6017.0,0,0
04/18/2025 20:00,149134.0,251969.0,0,0,3652.0,5996.0,0,0
04/18/2025 21:00,134631.0,153407.0,0,0,3633.0,5958.0,0,0
04/18/2025 22:00,130539.0,150473.0,0,0,3639.0,5952.0,0,0
04/18/2025 23:00,126843.0,139339.0,0,0,3623.0,5995.0,0,0
04/19/2025 00:00,131652.0,154023.0,0,0,3650.0,6126.0,0,0
04/19/2025 01:00,151118.0,362137.0,0,0,3647.0,6073.0,0,0
04/19/2025 02:00,2117858.0,9918794.0,0,0,3674.0,6407.0,0,0
04/19/2025 03:00,429848.0,866767.0,0,0,3632.0,6013.0,0,0
04/19/2025 04:00,331451.0,2303865.0,0,0,3701.0,5984.0,0,0
04/19/2025 05:00,1682291.0,9921288.0,0,0,3634.0,6045.0,0,0
04/19/2025 06:00,131122.0,151158.0,0,0,3758.0,7187.0,0,0
04/19/2025 07:00,129470.0,164337.0,0,0,3622.0,5858.0,0,0
04/19/2025 08:00,126329.0,165467.0,0,0,3647.0,5858.0,0,0
04/19/2025 09:00,2113254.0,9828484.0,0,0,3632.0,5885.0,0,0
04/19/2025 10:00,126898.0,155579.0,0,0,3639.0,6142.0,0,0
04/19/2025 11:00,126977.0,148544.0,0,0,3640.0,5996.0,0,0
04/19/2025 12:00,2120146.0,9922181.0,0,0,3642.0,5879.0,0,0
04/19/2025 13:00,131527.0,159859.0,0,0,3626.0,5917.0,0,0
04/19/2025 14:00,2121361.0,9910458.0,0,0,3624.0,5889.0,0,0
04/19/2025 15:00,130084.0,152757.0,0,0,3627.0,5920.0,0,0
04/19/2025 16:00,125590.0,145019.0,0,0,3624.0,5993.0,0,0
04/19/2025 17:00,2114925.0,9921536.0,0,0,3628.0,5797.0,0,0
04/19/2025 18:00,132368.0,161143.0,0,0,3648.0,5791.0,0,0
04/19/2025 19:00,4057603.0,9921680.0,0,0,3622.0,5817.0,0,0
04/19/2025 20:00,188294.0,843673.0,0,0,3628.0,5794.0,0,0
04/19/2025 21:00,131798.0,163131.0,0,0,3632.0,5921.0,0,0
04/19/2025 22:00,2118767.0,9922566.0,0,0,3624.0,5822.0,0,0
04/19/2025 23:00,139268.0,302658.0,0,0,3622.0,5833.0,0,0
04/20/2025 00:00,133268.0,155041.0,0,0,3733.0,5918.0,0,0
04/20/2025 01:00,134737.0,183640.0,0,0,3833.0,5924.0,0,0
04/20/2025 02:00,1710687.0,9889443.0,0,0,3624.0,5934.0,0,0
04/20/2025 03:00,542094.0,5077929.0,0,0,3639.0,5919.0,0,0
04/20/2025 04:00,136219.0,168944.0,0,0,3674.0,6435.0,0,0
04/20/2025 05:00,161424.0,275490.0,0,0,3637.0,5930.0,0,0
04/20/2025 06:00,133180.0,186575.0,0,0,3733.0,6620.0,0,0
04/20/2025 07:00,133242.0,180243.0,0,0,3635.0,6039.0,0,0
04/20/2025 08:00,128069.0,163460.0,0,0,3634.0,5956.0,0,0
04/20/2025 09:00,126592.0,141086.0,0,0,3663.0,6381.0,0,0
04/20/2025 10:00,130912.0,172375.0,0,0,3637.0,5944.0,0,0
04/20/2025 11:00,130689.0,162748.0,0,0,3651.0,6010.0,0,0
04/20/2025 12:00,129983.0,169385.0,0,0,3625.0,6083.0,0,0
04/20/2025 13:00,131053.0,152089.0,0,0,3640.0,6197.0,0,0
04/20/2025 14:00,131315.0,170533.0,0,0,3619.0,6113.0,0,0
04/20/2025 15:00,130477.0,176142.0,0,0,3642.0,6120.0,0,0
04/20/2025 16:00,130506.0,157117.0,0,0,3629.0,6135.0,0,0
04/20/2025 17:00,127186.0,154923.0,0,0,3655.0,6148.0,0,0
04/20/2025 18:00,135818.0,186184.0,0,0,3624.0,6123.0,0,0
04/20/2025 19:00,168236.0,385046.0,0,0,3642.0,6132.0,0,0
04/20/2025 20:00,247005.0,817252.0,0,0,3634.0,6119.0,0,0
04/20/2025 21:00,134429.0,161150.0,0,0,3636.0,6132.0,0,0
04/20/2025 22:00,130018.0,175078.0,0,0,3631.0,6144.0,0,0
04/20/2025 23:00,148898.0,402196.0,0,0,3631.0,6144.0,0,0
04/21/2025 00:00,132125.0,164438.0,0,0,3598.0,6156.0,0,0
04/21/2025 01:00,131120.0,158749.0,0,0,3652.0,6181.0,0,0
04/21/2025 02:00,135738.0,161957.0,0,0,3631.0,6178.0,0,0
04/21/2025 03:00,134009.0,158085.0,0,0,3626.0,6161.0,0,0
04/21/2025 04:00,134793.0,184890.0,0,0,3671.0,6466.0,0,0
04/21/2025 05:00,157424.0,273901.0,0,0,3637.0,6285.0,0,0
04/21/2025 06:00,130517.0,156491.0,0,0,3730.0,7381.0,0,0
04/21/2025 07:00,125603.0,172773.0,0,0,3619.0,6266.0,0,0
04/21/2025 08:00,127792.0,167623.0,0,0,3617.0,6172.0,0,0
04/21/2025 09:00,125917.0,141958.0,0,0,3634.0,6214.0,0,0
04/21/2025 10:00,132180.0,156069.0,0,0,3644.0,6263.0,0,0
04/21/2025 11:00,131243.0,159824.0,0,0,3619.0,6206.0,0,0
04/21/2025 12:00,133148.0,163799.0,0,0,3640.0,6204.0,0,0
04/21/2025 13:00,136905.0,170345.0,0,0,3634.0,6226.0,0,0
04/21/2025 14:00,129819.0,152757.0,0,0,3625.0,6248.0,0,0
04/21/2025 15:00,132751.0,167184.0,0,0,3637.0,6208.0,0,0
04/21/2025 16:00,130590.0,157478.0,0,0,3628.0,6244.0,0,0
04/21/2025 17:00,133289.0,154599.0,0,0,3677.0,6462.0,0,0
04/21/2025 18:00,130515.0,143374.0,0,0,3596.0,6277.0,0,0
04/21/2025 19:00,134296.0,178078.0,0,0,3642.0,6238.0,0,0
04/21/2025 20:00,130847.0,169409.0,0,0,3631.0,6205.0,0,0
04/21/2025 21:00,133853.0,153728.0,0,0,3646.0,6488.0,0,0
04/21/2025 22:00,130679.0,153641.0,0,0,3621.0,6258.0,0,0
04/21/2025 23:00,148536.0,359371.0,0,0,3640.0,6333.0,0,0
04/22/2025 00:00,131729.0,180735.0,0,0,3626.0,6250.0,0,0
04/22/2025 01:00,131941.0,143705.0,0,0,3636.0,6267.0,0,0
04/22/2025 02:00,132795.0,162381.0,0,0,3633.0,6289.0,0,0
04/22/2025 03:00,491371.0,815858.0,0,0,3638.0,6262.0,0,0
04/22/2025 04:00,133487.0,185614.0,0,0,3682.0,6588.0,0,0
04/22/2025 05:00,1899160.0,7720655.0,0,0,3636.0,6281.0,0,0
04/22/2025 06:00,126401.0,154623.0,0,0,3738.0,7384.0,0,0
04/22/2025 07:00,127477.0,155223.0,0,0,3631.0,6256.0,0,0
04/22/2025 08:00,2983890.0,8505871.0,0,0,3639.0,6220.0,0,0
04/22/2025 09:00,883418.0,2776528.0,0,0,3681.0,6340.0,0,0
04/22/2025 10:00,628931.0,1214753.0,0,0,3658.0,6309.0,0,0
04/22/2025 11:00,1172708.0,1378058.0,0,0,3637.0,6246.0,0,0
04/22/2025 12:00,1352414.0,2661892.0,0,0,3639.0,6253.0,0,0
04/22/2025 13:00,1066154.0,2702095.0,0,0,3652.0,6252.0,0,0
04/22/2025 14:00,410166.0,595855.0,0,0,3636.0,6506.0,0,0
04/22/2025 15:00,638408.0,924031.0,0,0,3640.0,6265.0,0,0
04/22/2025 16:00,515596.0,869704.0,0,0,3649.0,6459.0,0,0
04/22/2025 17:00,214506.0,309236.0,0,0,3646.0,6384.0,0,0
04/22/2025 18:00,182139.0,279266.0,0,0,3654.0,6431.0,0,0
04/22/2025 19:00,130367.0,141671.0,0,0,3625.0,6281.0,0,0
04/22/2025 20:00,153953.0,267253.0,0,0,3643.0,6267.0,0,0
04/22/2025 21:00,138010.0,188643.0,0,0,3631.0,6192.0,0,0
