Date_Hour,Forward_Jitter_PRI,Backward_Jitter_PRI,Roundtrip_Latency_PRI,Forward_Percent_Pkt_Loss_PRI,Backward_Percent_Pkt_Loss_PRI,Forward_Jitter_SEC,Backward_Jitter_SEC,Roundtrip_Latency_SEC,Forward_Percent_Pkt_Loss_SEC,Backward_Percent_Pkt_Loss_SEC
04/20/2025 12:00,16.65,1.02,25.13,0,0,16.65,1.02,25.13,0,0
04/20/2025 13:00,16.21,1.00,26.23,0,0,16.21,1.00,26.23,0,0
04/20/2025 14:00,20.48,1.00,26.74,0,0,20.48,1.00,26.74,0,0
04/20/2025 15:00,17.62,1.01,25.31,0,0,17.62,1.01,25.31,0,0
04/20/2025 16:00,18.13,1.02,24.81,0,0,18.13,1.02,24.81,0,0
04/20/2025 17:00,19.92,1.00,25.37,0,0,19.92,1.00,25.37,0,0
04/20/2025 18:00,20.89,1.00,28.56,0,0,20.89,1.00,28.56,0,0
04/20/2025 19:00,16.50,1.01,25.11,0,0,16.50,1.01,25.11,0,0
04/20/2025 20:00,20.14,1.00,26.43,0,0,20.14,1.00,26.43,0,0
04/20/2025 21:00,17.37,0.99,26.63,0,0,17.37,0.99,26.63,0,0
04/20/2025 22:00,14.42,0.99,25.92,0,0,14.42,0.99,25.92,0,0
04/20/2025 23:00,16.18,1.00,25.25,0,0,16.18,1.00,25.25,0,0
04/21/2025 00:00,17.20,1.00,26.35,0,0,17.20,1.00,26.35,0,0
04/21/2025 01:00,22.36,1.00,24.46,0,0,22.36,1.00,24.46,0,0
04/21/2025 02:00,22.92,1.00,26.14,0,0,22.92,1.00,26.14,0,0
04/21/2025 03:00,15.27,1.00,25.63,0,0,15.27,1.00,25.63,0,0
04/21/2025 04:00,19.98,1.00,27.00,0,0,19.98,1.00,27.00,0,0
04/21/2025 05:00,18.21,1.00,25.80,0,0,18.21,1.00,25.80,0,0
04/21/2025 06:00,15.32,1.00,23.86,0,0,15.32,1.00,23.86,0,0
04/21/2025 07:00,21.20,0.99,26.74,0,0,21.20,0.99,26.74,0,0
04/21/2025 08:00,20.86,0.99,25.44,0,0,20.86,0.99,25.44,0,0
04/21/2025 09:00,16.63,0.99,25.91,0,0,16.63,0.99,25.91,0,0
04/21/2025 10:00,17.73,1.00,26.23,0,0,17.73,1.00,26.23,0,0
04/21/2025 11:00,22.05,1.00,27.42,0,0,22.05,1.00,27.42,0,0
04/21/2025 12:00,19.48,1.00,25.02,0,0,19.48,1.00,25.02,0,0
04/21/2025 13:00,17.84,1.00,25.01,0,0,17.84,1.00,25.01,0,0
04/21/2025 14:00,21.38,1.01,25.96,0,0,21.38,1.01,25.96,0,0
04/21/2025 15:00,24.55,1.00,26.48,0,0,24.55,1.00,26.48,0,0
04/21/2025 16:00,20.30,1.00,26.57,0,0,20.30,1.00,26.57,0,0
04/21/2025 17:00,18.74,1.00,25.83,0,0,18.74,1.00,25.83,0,0
04/21/2025 18:00,20.42,1.00,27.10,0,0,20.42,1.00,27.10,0,0
04/21/2025 19:00,17.53,1.00,25.72,0,0,17.53,1.00,25.72,0,0
04/21/2025 20:00,22.89,1.00,26.26,0,0,22.89,1.00,26.26,0,0
04/21/2025 21:00,19.88,1.00,26.74,0,0,19.88,1.00,26.74,0,0
04/21/2025 22:00,18.16,1.00,26.08,0,0,18.16,1.00,26.08,0,0
04/21/2025 23:00,20.14,1.00,25.46,0,0,20.14,1.00,25.46,0,0
04/22/2025 00:00,17.65,1.00,24.80,0,0,17.65,1.00,24.80,0,0
04/22/2025 01:00,17.55,1.00,25.95,0,0,17.55,1.00,25.95,0,0
04/22/2025 02:00,14.89,1.04,25.18,0,0,14.89,1.04,25.18,0,0
04/22/2025 03:00,18.49,1.00,24.94,0,0,18.49,1.00,24.94,0,0
04/22/2025 04:00,18.48,1.00,26.57,0,0,18.48,1.00,26.57,0,0
04/22/2025 05:00,17.89,1.00,26.12,0,0,17.89,1.00,26.12,0,0
04/22/2025 06:00,18.33,1.00,26.03,0,0,18.33,1.00,26.03,0,0
04/22/2025 07:00,17.10,1.00,26.47,0,0,17.10,1.00,26.47,0,0
04/22/2025 08:00,15.20,1.00,30.61,0.08,0,15.20,1.00,30.61,0.08,0
04/22/2025 09:00,15.10,1.01,27.29,0.08,0,15.10,1.01,27.29,0.08,0
04/22/2025 10:00,18.49,1.00,27.41,0,0,18.49,1.00,27.41,0,0
04/22/2025 11:00,20.08,1.01,27.00,0,0,20.08,1.01,27.00,0,0
04/22/2025 12:00,16.65,1.00,24.85,0,0,16.65,1.00,24.85,0,0
04/22/2025 13:00,13.22,1.02,27.06,0,0,13.22,1.02,27.06,0,0
04/22/2025 14:00,19.59,1.01,27.37,0,0,19.59,1.01,27.37,0,0
04/22/2025 15:00,16.46,1.00,26.16,0,0,16.46,1.00,26.16,0,0
04/22/2025 16:00,18.93,1.02,26.87,0,0,18.93,1.02,26.87,0,0
04/22/2025 17:00,17.91,1.01,26.05,0,0,17.91,1.01,26.05,0,0
04/22/2025 18:00,18.15,1.00,26.57,0,0,18.15,1.00,26.57,0,0
04/22/2025 19:00,16.84,1.00,26.67,0,0,16.84,1.00,26.67,0,0
04/22/2025 20:00,19.89,1.01,28.44,0,0,19.89,1.01,28.44,0,0
04/22/2025 21:00,19.27,1.00,27.03,0,0,19.27,1.00,27.03,0,0
04/22/2025 22:00,22.47,1.00,28.16,0,0,22.47,1.00,28.16,0,0
04/22/2025 23:00,18.41,1.00,27.64,0,0,18.41,1.00,27.64,0,0
04/23/2025 00:00,17.87,1.01,26.49,0,0,17.87,1.01,26.49,0,0
04/23/2025 01:00,19.03,1.00,25.30,0,0,19.03,1.00,25.30,0,0
04/23/2025 02:00,22.12,1.00,26.49,0,0,22.12,1.00,26.49,0,0
04/23/2025 03:00,16.30,1.00,26.44,0,0,16.30,1.00,26.44,0,0
04/23/2025 04:00,19.89,1.01,25.17,0,0,19.89,1.01,25.17,0,0
04/23/2025 05:00,20.15,1.01,26.09,0,0,20.15,1.01,26.09,0,0
04/23/2025 06:00,16.23,1.00,23.83,0,0,16.23,1.00,23.83,0,0
04/23/2025 07:00,17.67,1.00,25.35,0,0,17.67,1.00,25.35,0,0
04/23/2025 08:00,15.17,1.00,29.09,0,0,15.17,1.00,29.09,0,0
04/23/2025 09:00,20.87,1.00,27.21,0,0,20.87,1.00,27.21,0,0
04/23/2025 10:00,17.69,1.01,27.42,0,0,17.69,1.01,27.42,0,0
04/23/2025 11:00,18.04,1.01,29.18,0,0,18.04,1.01,29.18,0,0
04/23/2025 12:00,17.01,1.00,25.98,0,0,17.01,1.00,25.98,0,0
04/23/2025 13:00,18.02,1.00,26.03,0,0,18.02,1.00,26.03,0,0
04/23/2025 14:00,18.10,1.00,27.62,0,0,18.10,1.00,27.62,0,0
04/23/2025 15:00,19.60,1.01,27.15,0,0,19.60,1.01,27.15,0,0
04/23/2025 16:00,15.57,1.01,25.83,0,0,15.57,1.01,25.83,0,0
04/23/2025 17:00,18.25,1.00,25.16,0,0,18.25,1.00,25.16,0,0
04/23/2025 18:00,18.30,1.01,26.08,0,0,18.30,1.01,26.08,0,0
04/23/2025 19:00,17.75,1.00,26.53,0,0,17.75,1.00,26.53,0,0
04/23/2025 20:00,16.29,1.01,23.89,0,0,16.29,1.01,23.89,0,0
04/23/2025 21:00,15.86,1.00,26.03,0,0,15.86,1.00,26.03,0,0
04/23/2025 22:00,16.77,1.00,24.31,0,0,16.77,1.00,24.31,0,0
04/23/2025 23:00,21.09,1.00,25.46,0,0,21.09,1.00,25.46,0,0
04/24/2025 00:00,18.96,0.99,24.93,0,0,18.96,0.99,24.93,0,0
04/24/2025 01:00,18.39,0.99,27.59,0,0,18.39,0.99,27.59,0,0
04/24/2025 02:00,17.13,1.02,26.56,0,0,17.13,1.02,26.56,0,0
04/24/2025 03:00,22.19,1.01,25.85,0,0,22.19,1.01,25.85,0,0
04/24/2025 04:00,19.41,1.00,24.95,0,0,19.41,1.00,24.95,0,0
04/24/2025 05:00,19.14,1.00,27.31,0,0,19.14,1.00,27.31,0,0
04/24/2025 06:00,19.29,1.00,27.96,0,0,19.29,1.00,27.96,0,0
04/24/2025 07:00,17.70,1.00,26.20,0,0,17.70,1.00,26.20,0,0
04/24/2025 08:00,15.24,1.00,27.07,0.08,0,15.24,1.00,27.07,0.08,0
04/24/2025 09:00,14.37,1.00,25.44,0,0,14.37,1.00,25.44,0,0
04/24/2025 10:00,18.22,1.01,26.20,0,0,18.22,1.01,26.20,0,0
04/24/2025 11:00,16.86,1.00,28.98,0,0,16.86,1.00,28.98,0,0
04/24/2025 12:00,16.05,1.00,26.02,0,0,16.05,1.00,26.02,0,0
04/24/2025 13:00,14.77,1.00,25.95,0,0,14.77,1.00,25.95,0,0
04/24/2025 14:00,16.43,1.01,26.11,0,0,16.43,1.01,26.11,0,0
04/24/2025 15:00,16.89,1.00,23.72,0,0,16.89,1.00,23.72,0,0
04/24/2025 16:00,17.24,1.01,28.31,0,0,17.24,1.01,28.31,0,0
04/24/2025 17:00,17.46,1.02,26.58,0,0,17.46,1.02,26.58,0,0
04/24/2025 18:00,18.00,1.01,25.77,0,0,18.00,1.01,25.77,0,0
04/24/2025 19:00,21.25,1.00,29.41,0,0,21.25,1.00,29.41,0,0
04/24/2025 20:00,22.09,1.00,29.02,0,0,22.09,1.00,29.02,0,0
04/24/2025 21:00,20.53,1.00,27.81,0,0,20.53,1.00,27.81,0,0
04/24/2025 22:00,18.06,1.01,29.26,0,0,18.06,1.01,29.26,0,0
04/24/2025 23:00,24.27,0.99,29.43,0,0,24.27,0.99,29.43,0,0
04/25/2025 00:00,19.51,1.00,27.35,0,0,19.51,1.00,27.35,0,0
04/25/2025 01:00,16.96,1.00,24.44,0,0,16.96,1.00,24.44,0,0
04/25/2025 02:00,17.52,1.01,27.47,0,0,17.52,1.01,27.47,0,0
04/25/2025 03:00,18.54,1.00,26.58,0,0,18.54,1.00,26.58,0,0
04/25/2025 04:00,19.17,1.01,27.43,0,0,19.17,1.01,27.43,0,0
04/25/2025 05:00,16.39,1.00,29.02,0,0,16.39,1.00,29.02,0,0
04/25/2025 06:00,22.77,1.01,28.86,0,0,22.77,1.01,28.86,0,0
04/25/2025 07:00,18.77,1.00,27.53,0,0,18.77,1.00,27.53,0,0
04/25/2025 08:00,18.96,1.01,27.42,0,0,18.96,1.01,27.42,0,0
04/25/2025 09:00,20.82,0.99,27.80,0,0,20.82,0.99,27.80,0,0
04/25/2025 10:00,19.69,1.00,25.54,0,0,19.69,1.00,25.54,0,0
04/25/2025 11:00,19.90,0.99,24.89,0,0,19.90,0.99,24.89,0,0
04/25/2025 12:00,19.40,1.00,25.93,0,0,19.40,1.00,25.93,0,0
04/25/2025 13:00,18.12,1.00,25.03,0,0,18.12,1.00,25.03,0,0
04/25/2025 14:00,19.49,1.00,25.38,0,0,19.49,1.00,25.38,0,0
04/25/2025 15:00,19.30,1.00,25.33,0,0,19.30,1.00,25.33,0,0
04/25/2025 16:00,15.13,1.00,25.25,0,0,15.13,1.00,25.25,0,0
04/25/2025 17:00,19.10,1.00,25.63,0,0,19.10,1.00,25.63,0,0
04/25/2025 18:00,15.17,1.00,27.00,0,0,15.17,1.00,27.00,0,0
04/25/2025 19:00,21.03,0.99,27.97,0,0,21.03,0.99,27.97,0,0
04/25/2025 20:00,16.59,1.00,26.12,0,0,16.59,1.00,26.12,0,0
04/25/2025 21:00,19.25,1.00,26.41,0,0,19.25,1.00,26.41,0,0
04/25/2025 22:00,17.41,1.00,24.85,0,0,17.41,1.00,24.85,0,0
04/25/2025 23:00,19.57,1.01,25.62,0,0,19.57,1.01,25.62,0,0
04/26/2025 00:00,18.49,1.00,27.13,0,0,18.49,1.00,27.13,0,0
04/26/2025 01:00,22.80,0.99,27.88,0,0,22.80,0.99,27.88,0,0
04/26/2025 02:00,19.71,1.00,26.57,0,0,19.71,1.00,26.57,0,0
04/26/2025 03:00,17.15,0.99,25.39,0,0,17.15,0.99,25.39,0,0
04/26/2025 04:00,15.41,1.00,25.95,0,0,15.41,1.00,25.95,0,0
04/26/2025 05:00,18.49,1.00,25.73,0,0,18.49,1.00,25.73,0,0
04/26/2025 06:00,16.92,1.00,26.19,0,0,16.92,1.00,26.19,0,0
04/26/2025 07:00,19.04,0.99,24.08,0,0,19.04,0.99,24.08,0,0
04/26/2025 08:00,17.63,1.00,27.41,0,0,17.63,1.00,27.41,0,0
04/26/2025 09:00,22.25,1.00,27.16,0,0,22.25,1.00,27.16,0,0
04/26/2025 10:00,13.68,1.01,24.98,0,0,13.68,1.01,24.98,0,0
04/26/2025 11:00,21.58,1.00,25.67,0,0,21.58,1.00,25.67,0,0
04/26/2025 12:00,24.88,1.00,25.61,0,0,24.88,1.00,25.61,0,0
04/26/2025 13:00,16.03,1.00,26.43,0,0,16.03,1.00,26.43,0,0
04/26/2025 14:00,19.15,1.00,28.94,0,0,19.15,1.00,28.94,0,0
04/26/2025 15:00,22.07,1.00,25.63,0,0,22.07,1.00,25.63,0,0
04/26/2025 16:00,19.07,1.00,27.82,0,0,19.07,1.00,27.82,0,0
04/26/2025 17:00,17.33,1.00,27.67,0,0,17.33,1.00,27.67,0,0
04/26/2025 18:00,21.79,0.99,27.58,0,0,21.79,0.99,27.58,0,0
04/26/2025 19:00,14.34,1.00,24.91,0,0,14.34,1.00,24.91,0,0
04/26/2025 20:00,21.31,1.00,26.26,0,0,21.31,1.00,26.26,0,0
04/26/2025 21:00,20.82,1.00,28.79,0,0,20.82,1.00,28.79,0,0
04/26/2025 22:00,15.90,1.00,26.29,0,0,15.90,1.00,26.29,0,0
04/26/2025 23:00,17.02,1.00,24.33,0,0,17.02,1.00,24.33,0,0
04/27/2025 00:00,21.01,1.01,27.07,0,0,21.01,1.01,27.07,0,0
04/27/2025 01:00,20.61,1.00,26.00,0,0,20.61,1.00,26.00,0,0
04/27/2025 02:00,14.03,1.01,25.31,0,0,14.03,1.01,25.31,0,0
04/27/2025 03:00,20.93,1.00,25.13,0,0,20.93,1.00,25.13,0,0
04/27/2025 04:00,17.46,1.00,27.15,0,0,17.46,1.00,27.15,0,0
04/27/2025 05:00,15.90,1.01,24.09,0,0,15.90,1.01,24.09,0,0
04/27/2025 06:00,16.04,1.00,25.22,0,0,16.04,1.00,25.22,0,0
04/27/2025 07:00,24.36,1.00,26.06,0,0,24.36,1.00,26.06,0,0
04/27/2025 08:00,21.35,0.99,26.77,0,0,21.35,0.99,26.77,0,0
04/27/2025 09:00,18.72,1.00,26.05,0,0,18.72,1.00,26.05,0,0
04/27/2025 10:00,16.12,1.00,25.59,0,0,16.12,1.00,25.59,0,0
04/27/2025 11:00,19.37,1.00,25.38,0,0,19.37,1.00,25.38,0,0
04/27/2025 12:00,18.99,1.00,25.86,0,0,18.99,1.00,25.86,0,0
04/27/2025 13:00,17.73,1.00,24.52,0,0,17.73,1.00,24.52,0,0
04/27/2025 14:00,19.67,1.01,27.54,0,0,19.67,1.01,27.54,0,0
04/27/2025 15:00,17.93,1.01,29.77,0,0.25,17.93,1.01,29.77,0,0.25 
04/27/2025 16:00,14.18,0.99,25.92,0,0,14.18,0.99,25.92,0,0
04/27/2025 17:00,18.70,1.00,27.23,0,0,18.70,1.00,27.23,0,0
04/27/2025 18:00,18.75,1.00,27.91,0,0,18.75,1.00,27.91,0,0
04/27/2025 19:00,19.57,1.00,27.70,0,0,19.57,1.00,27.70,0,0
04/27/2025 20:00,18.91,1.01,25.55,0,0,18.91,1.01,25.55,0,0
04/27/2025 21:00,14.76,0.99,25.09,0,0,14.76,0.99,25.09,0,0
04/27/2025 22:00,17.47,1.00,25.68,0,0,17.47,1.00,25.68,0,0
04/27/2025 23:00,22.56,0.99,28.03,0,0,22.56,0.99,28.03,0,0
04/28/2025 00:00,19.49,0.99,24.36,0,0,19.49,0.99,24.36,0,0
04/28/2025 01:00,17.24,1.00,26.36,0,0,17.24,1.00,26.36,0,0
04/28/2025 02:00,21.69,1.00,28.23,0,0,21.69,1.00,28.23,0,0
04/28/2025 03:00,23.46,1.00,27.31,0,0,23.46,1.00,27.31,0,0
04/28/2025 04:00,17.73,1.00,26.79,0,0,17.73,1.00,26.79,0,0
04/28/2025 05:00,18.17,1.00,27.30,0,0,18.17,1.00,27.30,0,0
04/28/2025 06:00,21.09,1.00,25.52,0,0,21.09,1.00,25.52,0,0
04/28/2025 07:00,16.77,1.00,26.19,0,0,16.77,1.00,26.19,0,0
04/28/2025 08:00,17.20,1.00,28.58,0,0,17.20,1.00,28.58,0,0
04/28/2025 09:00,15.27,1.00,26.21,0,0,15.27,1.00,26.21,0,0
04/28/2025 10:00,19.74,1.00,26.50,0,0,19.74,1.00,26.50,0,0
04/28/2025 11:00,16.93,1.01,27.78,0,0,16.93,1.01,27.78,0,0
04/28/2025 12:00,14.33,1.00,26.35,0,0,14.33,1.00,26.35,0,0
04/28/2025 13:00,19.51,1.00,26.68,0,0,19.51,1.00,26.68,0,0
04/28/2025 14:00,16.99,1.00,27.48,0,0,16.99,1.00,27.48,0,0
04/28/2025 15:00,19.89,1.00,27.29,0,0,19.89,1.00,27.29,0,0
04/28/2025 16:00,14.22,1.00,25.31,0,0,14.22,1.00,25.31,0,0
04/28/2025 17:00,15.96,1.02,26.20,0,0,15.96,1.02,26.20,0,0
04/28/2025 18:00,21.59,0.99,26.88,0,0,21.59,0.99,26.88,0,0
04/28/2025 19:00,18.49,1.01,29.67,0,0,18.49,1.01,29.67,0,0
04/28/2025 20:00,16.64,1.00,25.71,0,0,16.64,1.00,25.71,0,0
04/28/2025 21:00,19.68,1.00,27.49,0,0,19.68,1.00,27.49,0,0
04/28/2025 22:00,19.67,1.00,25.76,0,0,19.67,1.00,25.76,0,0
04/28/2025 23:00,22.22,0.99,26.44,0,0,22.22,0.99,26.44,0,0
04/29/2025 00:00,18.83,1.00,28.23,0,0,18.83,1.00,28.23,0,0
04/29/2025 01:00,17.13,1.00,24.09,0,0,17.13,1.00,24.09,0,0
04/29/2025 02:00,18.04,1.00,26.56,0,0,18.04,1.00,26.56,0,0
04/29/2025 03:00,17.65,0.99,24.68,0,0,17.65,0.99,24.68,0,0
04/29/2025 04:00,17.27,1.00,25.15,0,0,17.27,1.00,25.15,0,0
04/29/2025 05:00,20.43,1.01,25.75,0,0,20.43,1.01,25.75,0,0
04/29/2025 06:00,16.91,1.00,26.67,0,0,16.91,1.00,26.67,0,0
04/29/2025 07:00,18.41,1.00,25.90,0,0,18.41,1.00,25.90,0,0
04/29/2025 08:00,17.34,1.00,26.17,0,0,17.34,1.00,26.17,0,0
04/29/2025 09:00,16.27,1.00,27.36,0,0,16.27,1.00,27.36,0,0
04/29/2025 10:00,13.37,1.01,25.10,0,0,13.37,1.01,25.10,0,0
04/29/2025 11:00,15.42,1.01,26.29,0,0,15.42,1.01,26.29,0,0
04/29/2025 12:00,16.27,1.01,27.58,0,0,16.27,1.01,27.58,0,0
04/29/2025 13:00,19.15,1.00,27.14,0,0,19.15,1.00,27.14,0,0
04/29/2025 14:00,16.60,1.00,25.93,0,0,16.60,1.00,25.93,0,0
04/29/2025 15:00,13.41,1.00,27.47,0,0,13.41,1.00,27.47,0,0
04/29/2025 16:00,16.02,1.01,26.80,0,0,16.02,1.01,26.80,0,0
04/29/2025 17:00,14.97,1.02,26.54,0,0,14.97,1.02,26.54,0,0
04/29/2025 18:00,14.21,1.02,26.83,0,0,14.21,1.02,26.83,0,0
04/29/2025 19:00,13.35,1.00,25.78,0,0,13.35,1.00,25.78,0,0
04/29/2025 20:00,17.78,1.01,25.58,0,0,17.78,1.01,25.58,0,0
04/29/2025 21:00,20.17,1.00,27.33,0,0,20.17,1.00,27.33,0,0
04/29/2025 22:00,22.70,1.00,27.43,0,0,22.70,1.00,27.43,0,0
04/29/2025 23:00,15.77,1.00,25.43,0,0,15.77,1.00,25.43,0,0
04/30/2025 00:00,19.60,1.01,27.84,0,0,19.60,1.01,27.84,0,0
04/30/2025 01:00,21.17,1.00,25.99,0,0,21.17,1.00,25.99,0,0
04/30/2025 02:00,22.06,1.00,27.14,0,0,22.06,1.00,27.14,0,0
04/30/2025 03:00,20.73,1.00,25.80,0,0,20.73,1.00,25.80,0,0
04/30/2025 04:00,17.46,0.99,24.99,0,0,17.46,0.99,24.99,0,0
04/30/2025 05:00,23.04,1.00,25.78,0,0,23.04,1.00,25.78,0,0
04/30/2025 06:00,18.24,1.00,26.05,0,0,18.24,1.00,26.05,0,0
04/30/2025 07:00,19.33,1.00,26.63,0,0,19.33,1.00,26.63,0,0
04/30/2025 08:00,14.45,1.00,25.00,0,0,14.45,1.00,25.00,0,0
04/30/2025 09:00,15.89,1.00,26.43,0,0,15.89,1.00,26.43,0,0
04/30/2025 10:00,18.22,1.02,27.37,0,0,18.22,1.02,27.37,0,0
04/30/2025 11:00,15.81,1.01,26.79,0,0,15.81,1.01,26.79,0,0
04/30/2025 12:00,14.41,1.00,27.57,0,0,14.41,1.00,27.57,0,0
04/30/2025 13:00,15.76,1.00,24.97,0,0,15.76,1.00,24.97,0,0
04/30/2025 14:00,14.22,1.00,27.16,0,0,14.22,1.00,27.16,0,0
04/30/2025 15:00,19.50,1.00,27.11,0,0,19.50,1.00,27.11,0,0
04/30/2025 16:00,17.98,1.01,25.39,0,0,17.98,1.01,25.39,0,0
04/30/2025 17:00,18.81,1.01,26.74,0,0,18.81,1.01,26.74,0,0
04/30/2025 18:00,24.81,1.00,30.11,0,0,24.81,1.00,30.11,0,0
04/30/2025 19:00,17.07,1.00,25.16,0,0,17.07,1.00,25.16,0,0
04/30/2025 20:00,18.18,1.00,25.31,0,0,18.18,1.00,25.31,0,0
04/30/2025 21:00,15.56,1.01,26.75,0,0,15.56,1.01,26.75,0,0
04/30/2025 22:00,16.23,1.00,24.95,0,0,16.23,1.00,24.95,0,0
04/30/2025 23:00,18.38,1.00,26.74,0,0,18.38,1.00,26.74,0,0
05/01/2025 00:00,14.00,1.00,25.27,0,0.08,17.98,1.01,28.08,0,0
05/01/2025 01:00,18.85,1.01,26.87,0,0,22.25,1.00,27.78,0,0
05/01/2025 02:00,13.21,1.00,24.27,0,0,24.77,1.00,27.66,0,0
05/01/2025 03:00,17.12,1.00,27.67,0,0,24.31,1.01,27.00,0,0
05/01/2025 04:00,17.31,1.00,26.43,0,0,18.65,1.00,27.12,0,0
05/01/2025 05:00,25.84,1.00,25.14,0,0,24.88,1.00,27.47,0,0
05/01/2025 06:00,20.13,1.00,26.37,0,0,16.59,1.00,25.53,0,0
05/01/2025 07:00,17.40,1.01,26.73,0,0,19.13,1.00,28.17,0,0
05/01/2025 08:00,14.82,1.01,25.33,0,0,14.25,1.00,28.22,0,0
05/01/2025 09:00,18.66,1.02,25.64,0,0,17.87,1.00,26.48,0,0
05/01/2025 10:00,16.12,1.00,26.93,0,0,16.29,1.00,25.66,0,0
05/01/2025 11:00,17.79,0.99,25.60,0,0,18.27,1.00,26.60,0,0
05/01/2025 12:00,14.82,1.00,24.37,0,0,21.11,0.99,29.16,0,0
05/01/2025 13:00,17.52,1.00,25.84,0,0,18.30,1.00,25.12,0,0
05/01/2025 14:00,13.26,1.00,27.11,0,0,22.25,1.00,25.97,0,0
05/01/2025 15:00,13.72,1.00,25.69,0,0,15.74,1.00,28.98,0,0
05/01/2025 16:00,15.69,1.00,24.52,0,0,12.24,1.00,25.61,0,0
05/01/2025 17:00,14.03,1.00,24.60,0,0,21.00,1.00,28.70,0,0
05/01/2025 18:00,22.55,1.00,27.41,0,0,17.90,1.00,27.45,0,0
05/01/2025 19:00,18.95,1.01,24.52,0,0,14.62,1.01,26.99,0,0
05/01/2025 20:00,17.36,1.00,25.66,0,0,17.51,1.00,25.35,0,0
05/01/2025 21:00,18.67,1.00,27.16,0,0,20.34,1.00,30.24,0,0
05/01/2025 22:00,20.22,1.00,25.81,0,0,25.21,1.00,27.47,0,0
05/01/2025 23:00,20.63,1.03,28.58,0,0,14.13,1.00,27.11,0,0
05/02/2025 00:00,23.96,1.00,26.43,0,0,17.89,1.00,28.02,0,0
05/02/2025 01:00,17.31,1.00,24.33,0,0,18.87,1.00,27.06,0,0
05/02/2025 02:00,20.67,1.01,25.50,0,0,22.25,1.00,26.93,0,0
05/02/2025 03:00,24.33,1.00,26.66,0,0,17.97,1.00,29.96,0,0
05/02/2025 04:00,22.24,0.99,26.24,0,0,14.59,1.00,28.25,0,0
05/02/2025 05:00,20.68,1.00,25.38,0,0,20.17,1.00,28.31,0,0
05/02/2025 06:00,20.20,1.01,24.10,0,0,22.22,1.00,29.32,0,0
05/02/2025 07:00,21.63,1.02,24.61,0,0,25.72,0.99,27.74,0,0
05/02/2025 08:00,17.78,1.01,27.36,0,0,20.58,1.00,26.95,0,0
05/02/2025 09:00,17.16,1.03,29.27,0,0,18.18,1.00,27.46,0,0
05/02/2025 10:00,18.70,1.00,26.55,0,0,20.95,1.01,27.02,0,0
05/02/2025 11:00,21.37,1.00,26.93,0,0,20.44,0.99,27.24,0,0
05/02/2025 12:00,20.85,1.00,28.25,0,0,19.33,1.00,26.90,0,0
05/02/2025 13:00,14.60,1.02,27.53,0,0,17.31,0.99,27.54,0,0
05/02/2025 14:00,18.37,1.00,25.96,0,0,18.15,1.00,26.77,0,0
05/02/2025 15:00,14.84,1.02,26.71,0,0,21.59,1.00,28.48,0,0
05/02/2025 16:00,16.00,1.01,28.09,0,0,18.03,0.99,26.44,0,0
05/02/2025 17:00,18.04,1.00,26.38,0,0,21.10,1.00,27.53,0,0
05/02/2025 18:00,16.42,1.00,27.66,0,0,16.60,1.00,26.42,0,0
05/02/2025 19:00,16.92,1.00,25.63,0,0,16.73,1.01,27.49,0,0
05/02/2025 20:00,22.26,1.00,25.25,0,0,19.12,0.99,27.17,0,0
05/02/2025 21:00,22.39,1.01,27.34,0,0,19.53,1.00,25.64,0,0
05/02/2025 22:00,19.45,1.00,25.19,0,0,19.97,0.99,24.87,0,0
05/02/2025 23:00,17.77,1.00,24.68,0,0,17.77,1.00,28.24,0,0
05/03/2025 00:00,17.01,1.00,24.97,0,0,20.18,0.99,24.96,0,0
05/03/2025 01:00,17.01,1.00,23.34,0,0,18.35,1.00,25.80,0,0
05/03/2025 02:00,16.21,1.00,23.99,0,0,18.06,1.00,27.94,0,0
05/03/2025 03:00,18.48,1.00,25.69,0,0,16.69,1.00,26.76,0,0
05/03/2025 04:00,20.23,1.00,25.33,0,0,13.68,1.00,26.86,0,0
05/03/2025 05:00,18.39,0.99,25.37,0,0,20.35,1.00,26.46,0,0
05/03/2025 06:00,19.15,1.01,24.85,0,0,15.75,1.00,27.41,0,0
05/03/2025 07:00,21.96,0.99,27.30,0,0,17.40,1.00,27.56,0,0
05/03/2025 08:00,17.59,1.00,25.83,0,0,24.47,1.00,27.28,0,0
05/03/2025 09:00,16.11,1.02,25.24,0,0,21.86,1.01,27.92,0,0
05/03/2025 10:00,21.49,0.99,26.61,0,0,17.09,1.00,30.08,0,0
05/03/2025 11:00,17.37,1.00,23.52,0,0,14.08,1.00,28.21,0,0
05/03/2025 12:00,18.84,1.00,29.04,0,0,14.63,0.99,24.88,0,0
05/03/2025 13:00,22.70,1.00,27.56,0,0,17.08,1.01,29.01,0,0
05/03/2025 14:00,15.71,1.01,28.74,0,0,15.83,1.00,28.39,0,0
05/03/2025 15:00,19.92,0.99,24.39,0,0,16.55,1.00,25.34,0,0
05/03/2025 16:00,17.25,1.01,25.38,0,0,18.59,1.00,27.56,0,0
05/03/2025 17:00,18.90,1.00,28.29,0,0,21.84,1.00,26.67,0,0
05/03/2025 18:00,19.62,1.00,27.11,0,0,23.78,1.00,27.75,0,0
05/03/2025 19:00,20.76,1.00,27.13,0,0,23.77,1.01,28.02,0,0
05/03/2025 20:00,16.18,1.00,27.43,0,0,24.35,1.00,28.49,0,0
