Date,ACWI
2001-10-24,84.36599231682132
2001-10-25,84.20515358265416
2001-10-26,85.14354646222348
2001-10-29,82.58072988610863
2001-10-30,80.7997441831777
2001-10-31,81.55586985347885
2001-11-01,82.3792161398084
2001-11-02,82.73634634113432
2001-11-05,84.51554890434284
2001-11-06,85.3466882723802
2001-11-07,84.97142414228749
2001-11-08,86.30667142627318
2001-11-09,86.01307479274682
2001-11-12,85.20761658018785
2001-11-13,87.62370249933592
2001-11-14,87.74286385921657
2001-11-15,88.31689262895007
2001-11-16,88.0668611401556
2001-11-19,89.51797528746081
2001-11-20,88.51699715483907
2001-11-21,88.72655952919101
2001-11-22,88.72592521611074
2001-11-23,89.34683323499254
2001-11-26,89.67699854117923
2001-11-27,88.83316439087753
2001-11-28,87.1073137622198
2001-11-29,87.46744083365877
2001-11-30,87.06490136809815
2001-12-03,86.68146278933493
2001-12-04,87.59515168202253
2001-12-05,89.95858502135212
2001-12-06,89.83341045191412
2001-12-07,89.12625227807128
2001-12-10,87.86752637301565
2001-12-11,87.64181694068361
2001-12-12,87.21390842998495
2001-12-13,85.59085941860916
2001-12-14,85.06181926122021
2001-12-17,85.82703418322284
2001-12-18,86.48401482647164
2001-12-19,86.80812787104509
2001-12-20,86.37822043418615
2001-12-21,87.59422581293514
2001-12-24,88.29144023664183
2001-12-25,88.28417447662561
2001-12-26,88.40274827165669
2001-12-27,88.670174387914
2001-12-28,89.56358426251816
2001-12-31,88.35037462001844
2002-01-01,88.35100627534999
2002-01-02,87.34441774803477
2002-01-03,88.66666972634378
2002-01-04,89.792793478657
2002-01-07,89.4766629405013
2002-01-08,88.9333847799662
2002-01-09,88.80946575296636
2002-01-10,88.09529472358378
2002-01-11,87.90361725305472
2002-01-14,86.78629192356503
2002-01-15,87.39925405593112
2002-01-16,86.86220396225154
2002-01-17,87.85931472623041
2002-01-18,87.12162650235801
2002-01-21,87.04698226998266
2002-01-22,86.5259066350675
2002-01-23,86.88072998088842
2002-01-24,87.89421677467499
2002-01-25,88.96284766504678
2002-01-28,89.53226189033005
2002-01-29,87.60636165399643
2002-01-30,87.5932544852483
2002-01-31,88.85507158398917
2002-02-01,88.39732699048288
2002-02-04,86.44188047412347
2002-02-05,85.54614295130695
2002-02-06,84.99894990432067
2002-02-07,85.09864786905484
2002-02-08,85.66795249978615
2002-02-11,86.25266871640792
2002-02-12,86.30344393858977
2002-02-13,87.3329658113038
2002-02-14,87.86402657992215
2002-02-15,86.81137123107293
2002-02-18,86.90885769506943
2002-02-19,85.01627511584854
2002-02-20,85.5475325430902
2002-02-21,85.3252307253805
2002-02-22,85.01624304577693
2002-02-25,86.60282622031725
2002-02-26,86.93713970933625
2002-02-27,87.94195276281252
2002-02-28,87.75838965985481
2002-03-01,89.30426086624739
2002-03-04,91.12879595995919
2002-03-05,90.7047959441779
2002-03-06,91.12975146090372
2002-03-07,91.01012166146249
2002-03-08,91.77934267247814
2002-03-11,91.95291718534351
2002-03-12,91.5853729027612
2002-03-13,90.69168984402343
2002-03-14,90.27501045059172
2002-03-15,91.03068577777614
2002-03-18,91.1814556490301
2002-03-19,91.50280382020495
2002-03-20,90.25914170569975
2002-03-21,90.3976076169863
2002-03-22,90.37573097231825
2002-03-25,89.54862502588782
2002-03-26,89.8445286000015
2002-03-27,90.55190048262827
2002-03-28,91.07836908647418
2002-03-29,90.91189681728734
2002-04-01,90.28328693931685
2002-04-02,89.69031698881783
2002-04-03,89.35215055569793
2002-04-04,89.04768606863682
2002-04-05,89.18440208813935
2002-04-08,89.18136309332456
2002-04-09,88.65156008683937
2002-04-10,89.25336464945289
2002-04-11,87.24020169681431
2002-04-12,87.86793569208345
2002-04-15,87.72947650832363
2002-04-16,89.26944493157508
2002-04-17,89.09408035863628
2002-04-18,88.7248052190833
2002-04-19,88.87403686015901
2002-04-22,88.05895828044228
2002-04-23,87.60384484385413
2002-04-24,87.00195227483839
2002-04-25,86.25933987966863
2002-04-26,85.42473461032397
2002-04-29,84.58557625462892
2002-04-30,85.19525613493376
2002-05-01,85.29718173945956
2002-05-02,85.40579406702193
2002-05-03,84.14630452641258
2002-05-06,82.88750391458632
2002-05-07,82.5808862523665
2002-05-08,85.1942494370158
2002-05-09,84.47664492326435
2002-05-10,83.15864063359149
2002-05-13,84.25574680515541
2002-05-14,86.14019392094794
2002-05-15,85.93745406466327
2002-05-16,86.13095716065209
2002-05-17,85.74941495274045
2002-05-20,85.00531075001749
2002-05-21,84.6581727471041
2002-05-22,84.11444820925998
2002-05-23,84.93595151937006
2002-05-24,84.37526091393013
2002-05-27,84.5541622088772
2002-05-28,83.34872128848771
2002-05-29,82.70883432363881
2002-05-30,81.93043200218206
2002-05-31,82.23639572431257
2002-06-03,80.79090933822435
2002-06-04,79.90885636934102
2002-06-05,80.43435946303885
2002-06-06,78.97849276283844
2002-06-07,78.4638455614556
2002-06-10,78.66048999331531
2002-06-11,78.1707947877268
2002-06-12,77.68613821556296
2002-06-13,76.93936927405049
2002-06-14,75.97146772425272
2002-06-17,77.98455850900716
2002-06-18,77.74069586298685
2002-06-19,76.00255064630643
2002-06-20,74.51462146876362
2002-06-21,73.39804830734332
2002-06-24,72.6033217833811
2002-06-25,72.7946576884235
2002-06-26,70.94450757492382
2002-06-27,72.32195652356812
2002-06-28,73.01761830006708
2002-07-01,72.18797861690445
2002-07-02,70.78109011049808
2002-07-03,70.82522268723396
2002-07-04,71.27172516526441
2002-07-05,73.94176728477328
2002-07-08,72.69829705233013
2002-07-09,71.33443570482734
2002-07-10,69.60571455188983
2002-07-11,68.8891732697971
2002-07-12,68.81351797926955
2002-07-15,66.70856643984237
2002-07-16,65.73080810205043
2002-07-17,66.7202197358648
2002-07-18,66.11835042754412
2002-07-19,63.46512941191488
2002-07-22,61.65367760595802
2002-07-23,61.0069619324462
2002-07-24,62.366708066539736
2002-07-25,62.30107388391494
2002-07-26,63.30296124542557
2002-07-29,66.79663597664114
2002-07-30,66.6519419480054
2002-07-31,67.36927862274973
2002-08-01,65.33473964771446
2002-08-02,64.34564073719008
2002-08-05,62.403729212334426
2002-08-06,64.94129151409577
2002-08-07,65.45707638349666
2002-08-08,67.45916877434354
2002-08-09,67.84991363593097
2002-08-12,66.88915638162068
2002-08-13,66.25948482475121
2002-08-14,66.92467132370587
2002-08-15,68.34444305517269
2002-08-16,68.17827703809486
2002-08-19,69.84309352827688
2002-08-20,69.07165683463093
2002-08-21,69.53802940209744
2002-08-22,70.97872603458383
2002-08-23,69.78765844972524
2002-08-26,70.05216005683245
2002-08-27,69.42538897162638
2002-08-28,67.79701488690955
2002-08-29,67.22721534984254
2002-08-30,67.49837339402127
2002-09-02,66.93649415503307
2002-09-03,63.863507741236006
2002-09-04,64.50882106332018
2002-09-05,64.00514496975028
2002-09-06,65.3903334200028
2002-09-09,65.77138804053176
2002-09-10,66.91631832891922
2002-09-11,67.4277718524974
2002-09-12,65.63448306090123
2002-09-13,65.08802195986354
2002-09-16,65.32952367200022
2002-09-17,64.77344883652064
2002-09-18,63.48169281631717
2002-09-19,61.940446781816625
2002-09-20,61.76447096076818
2002-09-23,60.61745352125202
2002-09-24,59.8263142520367
2002-09-25,60.886554856917996
2002-09-26,62.50053707350058
2002-09-27,61.520684052703764
2002-09-30,59.61350769304715
2002-10-01,61.22320827046231
2002-10-02,60.80816941435665
2002-10-03,59.99195739892591
2002-10-04,59.18463595567378
2002-10-07,58.02138905236767
2002-10-08,58.46543415512408
2002-10-09,56.98899119924607
2002-10-10,58.42617250734873
2002-10-11,60.567540857003465
2002-10-14,60.62575120072887
2002-10-15,63.72418143184819
2002-10-16,62.66556152617649
2002-10-17,64.58192453831381
2002-10-18,64.83684408236289
2002-10-21,65.3500236781333
2002-10-22,64.44671715502254
2002-10-23,64.32981933501583
2002-10-24,64.28823435767946
2002-10-25,64.73599445761779
2002-10-28,64.42762897391525
2002-10-29,63.183865215377686
2002-10-30,64.08828807853479
2002-10-31,63.853718207023874
2002-11-01,63.98813012488948
2002-11-04,65.07588525088454
2002-11-05,65.30948508405238
2002-11-06,65.64776225078333
2002-11-07,63.99835692292542
2002-11-08,63.17861103767386
2002-11-11,62.20960908149211
2002-11-12,62.73244481060106
2002-11-13,62.57396558327179
2002-11-14,63.905947526314016
2002-11-15,64.31488600684301
2002-11-18,63.90905602552566
2002-11-19,63.449157131083915
2002-11-20,64.54670981158894
2002-11-21,66.23814307505009
2002-11-22,66.29600684959962
2002-11-25,66.7233595903937
2002-11-26,65.48755541178107
2002-11-27,67.09991180616449
2002-11-28,67.14427854743975
2002-11-29,67.02231354871174
2002-12-02,66.94573771715035
2002-12-03,65.83538047986345
2002-12-04,65.29828999171298
2002-12-05,64.55284763056669
2002-12-06,64.37957001641571
2002-12-09,63.19415081634058
2002-12-10,63.62560889055576
2002-12-11,63.838824827592944
2002-12-12,63.19121528863148
2002-12-13,62.21590712941441
2002-12-16,63.5266694275066
2002-12-17,62.61247524768579
2002-12-18,61.77939899745284
2002-12-19,61.61943146645308
2002-12-20,62.171717484798556
2002-12-23,62.3145548067778
2002-12-24,61.96591519005429
2002-12-25,61.94632944434316
2002-12-26,61.78786497343575
2002-12-27,60.42225638180968
2002-12-30,60.51190616213165
2002-12-31,60.483290813546894
2003-01-01,60.48419970707347
2003-01-02,62.63784598303253
2003-01-03,62.6083491816338
2003-01-06,63.392435984980686
2003-01-07,63.142419772735074
2003-01-08,62.47100353863394
2003-01-09,62.87089418387679
2003-01-10,62.733801563180435
2003-01-13,62.65695288283051
2003-01-14,62.87850881474548
2003-01-15,62.20994799241349
2003-01-16,62.09565208267519
2003-01-17,60.85959003325278
2003-01-20,60.48457843176447
2003-01-21,59.77642223325838
2003-01-22,58.97988977961061
2003-01-23,59.12782740970291
2003-01-24,57.731600732139675
2003-01-27,56.43049233064182
2003-01-28,56.758296134955216
2003-01-29,56.85528903980732
2003-01-30,56.92101072247938
2003-01-31,57.38489687466073
2003-02-03,57.90540839027938
2003-02-04,56.486248008796004
2003-02-05,56.737062653567044
2003-02-06,56.111966009243545
2003-02-07,55.65731922404665
2003-02-10,55.94150258687461
2003-02-11,56.25803001215686
2003-02-12,55.58602037493751
2003-02-13,55.0488130753645
2003-02-14,56.07431652200882
2003-02-17,56.70983425353132
2003-02-18,57.69284732764164
2003-02-19,56.91129507779996
2003-02-20,56.21421518255823
2003-02-21,56.72568079027518
2003-02-24,56.21510316670265
2003-02-25,55.86899466165526
2003-02-26,55.241206359004636
2003-02-27,55.85829439173175
2003-02-28,56.13093572630065
2003-03-03,55.797571229727154
2003-03-04,54.74713136302141
2003-03-05,54.60656134410628
2003-03-06,54.1172809285592
2003-03-07,53.73136206079927
2003-03-10,52.470706804466346
2003-03-11,52.09999244350081
2003-03-12,51.9072732806602
2003-03-13,54.11868071740259
2003-03-14,55.322696313902895
2003-03-17,57.09176593940937
2003-03-18,57.65516923303504
2003-03-19,58.34079519079204
2003-03-20,58.37129456437339
2003-03-21,59.898577235447775
2003-03-24,57.691751224343086
2003-03-25,58.017765854244885
2003-03-26,58.01274267317488
2003-03-27,57.521680500208234
2003-03-28,57.08824107250883
2003-03-31,55.202227954778785
2003-04-01,55.83638010841027
2003-04-02,57.63472959435182
2003-04-03,57.820337550881945
2003-04-04,58.28369635984404
2003-04-07,59.31344621243723
2003-04-08,58.79145498177227
2003-04-09,58.147329574276185
2003-04-10,57.54270494150157
2003-04-11,57.729126795669295
2003-04-14,58.33477070911592
2003-04-15,58.94059344321227
2003-04-16,58.183615988027555
2003-04-17,58.62405002215201
2003-04-18,58.654305578610455
2003-04-21,58.75735989527365
2003-04-22,59.11851794359372
2003-04-23,59.703263587128056
2003-04-24,58.8862331904942
2003-04-25,58.094553592075286
2003-04-28,59.091884995929504
2003-04-29,59.12591442392407
2003-04-30,58.7594225503994
2003-05-01,58.34313575006102
2003-05-02,59.10441338989082
2003-05-05,58.93762828633148
2003-05-06,59.332481951015914
2003-05-07,59.021286573104994
2003-05-08,57.895406425553034
2003-05-09,58.402188819545295
2003-05-12,58.7125737381078
2003-05-13,58.77781190068358
2003-05-14,58.86817659296465
2003-05-15,59.35960201006056
2003-05-16,59.0563993814022
2003-05-19,57.11024986406935
2003-05-20,57.26761047101381
2003-05-21,57.06249924337894
2003-05-22,57.68435521910908
2003-05-23,57.39177960352981
2003-05-26,57.07927635641636
2003-05-27,57.69702256360725
2003-05-28,58.57711740785138
2003-05-29,58.289397312292
2003-05-30,58.960588856999706
2003-06-02,59.737358070087225
2003-06-03,59.76734322352525
2003-06-04,60.65382693838024
2003-06-05,60.188814157714646
2003-06-06,61.08846291433476
2003-06-09,60.263124326534644
2003-06-10,60.91764083177539
2003-06-11,61.3948718711668
2003-06-12,61.69386979941744
2003-06-13,60.89461991442104
2003-06-16,61.64563153499758
2003-06-17,62.17032461228741
2003-06-18,62.6911976630098
2003-06-19,61.931858864032364
2003-06-20,62.324013340329074
2003-06-23,61.91115392179573
2003-06-24,61.75482754718367
2003-06-25,61.41804651542048
2003-06-26,62.16977220587997
2003-06-27,62.05294134398806
2003-06-30,61.51807229411769
2003-07-01,61.18537588396572
2003-07-02,62.45180422948621
2003-07-03,62.39731879915192
2003-07-04,62.46086203829694
2003-07-07,64.27010147702725
2003-07-08,64.59992816519035
2003-07-09,64.17115789298852
2003-07-10,63.367965116259114
2003-07-11,63.90358984451189
2003-07-14,64.64336588293709
2003-07-15,64.51680959956076
2003-07-16,64.23383780116335
2003-07-17,63.5700825827714
2003-07-18,63.86907466082548
2003-07-21,62.75717422856409
2003-07-22,62.987341630851866
2003-07-23,62.73889179650837
2003-07-24,62.67271979885873
2003-07-25,62.98081762593493
2003-07-28,63.42280089482248
2003-07-29,63.01142206897565
2003-07-30,63.306321431252506
2003-07-31,64.13754677475083
2003-08-01,63.671732423040346
2003-08-04,63.197642338147155
2003-08-05,62.590265638390875
2003-08-06,62.21655905465276
2003-08-07,62.44301138852785
2003-08-08,63.09729576921809
2003-08-11,63.419176718048845
2003-08-12,64.0344731495759
2003-08-13,63.98775191706388
2003-08-14,64.7099716684117
2003-08-15,64.8036962562736
2003-08-18,65.7947544297708
2003-08-19,66.33167844520983
2003-08-20,66.19541556442428
2003-08-21,67.28625802806982
2003-08-22,67.45304738734754
2003-08-25,67.09434869925273
2003-08-26,67.09835802858996
2003-08-27,67.17523351624322
2003-08-28,67.40817582279159
2003-08-29,67.290281187973
2003-09-01,67.73371957715584
2003-09-02,68.83378002998481
2003-09-03,69.5730062623182
2003-09-04,69.22848783295254
2003-09-05,68.31049158385675
2003-09-08,68.50811034552348
2003-09-09,67.71326883836878
2003-09-10,66.8718221346905
2003-09-11,67.12334283672722
2003-09-12,66.69239108056229
2003-09-15,66.59836937852587
2003-09-16,67.96858313513759
2003-09-17,67.80373053942857
2003-09-18,68.39726049194725
2003-09-19,67.75816876486608
2003-09-22,66.29955173460398
2003-09-23,66.47598139640414
2003-09-24,65.90573560469377
2003-09-25,65.1516206709976
2003-09-26,64.94788443352348
2003-09-29,64.91434843731412
2003-09-30,63.824404562437834
2003-10-01,64.73277605347137
2003-10-02,65.24655264405398
2003-10-03,66.34685139648981
2003-10-06,66.34546216088856
2003-10-07,66.07593396905696
2003-10-08,65.60233087648412
2003-10-09,66.48889757715644
2003-10-10,66.29725785958436
2003-10-13,67.39460173099896
2003-10-14,67.44132099473151
2003-10-15,67.72917461454958
2003-10-16,67.68242543716815
2003-10-17,67.50505558900261
2003-10-20,67.58881857702276
2003-10-21,67.58790122565354
2003-10-22,66.2339208563827
2003-10-23,65.74270090524556
2003-10-24,65.48155085582317
2003-10-27,66.02005369406986
2003-10-28,67.2577657059597
2003-10-29,67.47188096019065
2003-10-30,67.56833644049607
2003-10-31,67.79720012215908
2003-11-03,69.03331280863718
2003-11-04,68.90097119629056
2003-11-05,68.78673420548992
2003-11-06,69.1059463109731
2003-11-07,69.08109481701227
2003-11-10,68.57084065492268
2003-11-11,68.1222915458245
2003-11-12,68.17675960988178
2003-11-13,68.10447663525588
2003-11-14,67.56259956577067
2003-11-17,66.60140306585136
2003-11-18,65.92218535190072
2003-11-19,65.77302002449099
2003-11-20,65.57117335649544
2003-11-21,65.63367171550884
2003-11-24,67.12773751299737
2003-11-25,67.22455398392562
2003-11-26,66.97313990807457
2003-11-27,67.17108007499502
2003-11-28,66.73479971938168
2003-12-01,67.73314248539576
2003-12-02,67.12412026484971
2003-12-03,67.09479069666969
2003-12-04,67.4493918899981
2003-12-05,66.7085554123416
2003-12-08,66.47045710913727
2003-12-09,66.37576706245247
2003-12-10,65.89852122827246
2003-12-11,66.83257914290776
2003-12-12,66.57945141715226
2003-12-15,66.48119355039054
2003-12-16,66.31372855669873
2003-12-17,66.09051576002423
2003-12-18,66.74280134165802
2003-12-19,66.95393010082927
2003-12-22,66.85567290394167
2003-12-23,67.08172323755868
2003-12-24,66.95883376518873
2003-12-25,66.96367206430159
2003-12-26,67.09582454621335
2003-12-29,67.56380364903445
2003-12-30,67.60608054364349
2003-12-31,67.42182450315937
2004-01-01,67.4243179155797
2004-01-02,67.73253910360012
2004-01-05,68.21674103296554
2004-01-06,67.95195987081848
2004-01-07,68.10273015756755
2004-01-08,68.41747691494722
2004-01-09,67.64304843468499
2004-01-12,67.9448827174061
2004-01-13,67.82580281630491
2004-01-14,68.66275585651994
2004-01-15,68.87967121934403
2004-01-16,70.22893074531886
2004-01-19,70.43496637928499
2004-01-20,69.64127018712286
2004-01-21,69.79376827112205
2004-01-22,69.42190581333976
2004-01-23,69.44519478368557
2004-01-26,70.26477502504004
2004-01-27,69.74668200928522
2004-01-28,69.33831193594976
2004-01-29,70.01646031079845
2004-01-30,69.61238062348875
2004-02-02,69.72144878631565
2004-02-03,69.21714886203746
2004-02-04,68.83775095096313
2004-02-05,68.55106546076681
2004-02-06,68.78672729289718
2004-02-09,69.1517743966181
2004-02-10,69.31082183142567
2004-02-11,69.84307268608482
2004-02-12,69.18123211574563
2004-02-13,69.15576242155562
2004-02-16,69.24860030569928
2004-02-17,69.71104748462493
2004-02-18,69.48671471920277
2004-02-19,70.08586204509193
2004-02-20,70.12363537983144
2004-02-23,70.15677558627803
2004-02-24,69.35667270280406
2004-02-25,70.06331381469938
2004-02-26,70.68607811481705
2004-02-27,70.86094577896654
2004-03-01,71.58584503621096
2004-03-02,72.0640293803611
2004-03-03,72.66898520881273
2004-03-04,72.68583273296625
2004-03-05,71.83704727376342
2004-03-08,71.78923550614425
2004-03-09,71.19808084825667
2004-03-10,71.19059123320649
2004-03-11,69.84769657746321
2004-03-12,70.48383673685814
2004-03-15,69.51449353892515
2004-03-16,69.4593794123169
2004-03-17,71.00008189582084
2004-03-18,70.07129787006282
2004-03-19,69.87210023985938
2004-03-22,68.73752160647632
2004-03-23,69.03373000308302
2004-03-24,69.36380458805309
2004-03-25,70.46532229336268
2004-03-26,70.9702145710304
2004-03-29,71.53915279908686
2004-03-30,71.60295672855946
2004-03-31,71.23574866361871
2004-04-01,71.41337067455807
2004-04-02,72.99724254372079
2004-04-05,74.11156630955824
2004-04-06,73.76060957689252
2004-04-07,73.06180916238729
2004-04-08,73.37164331903773
2004-04-09,73.25318081937566
2004-04-12,73.73983696833282
2004-04-13,73.9930188670621
2004-04-14,73.31263921452322
2004-04-15,73.11280764108663
2004-04-16,73.04174500742907
2004-04-19,73.06543631085064
2004-04-20,73.2279137143639
2004-04-21,73.28585912410851
2004-04-22,73.95516370515098
2004-04-23,74.37584269948269
2004-04-26,74.16956156179839
2004-04-27,73.87637660068204
2004-04-28,73.1586503614706
2004-04-29,72.11203329852674
2004-04-30,71.31220609819768
2004-05-03,71.91396153631021
2004-05-04,71.6737650662551
2004-05-05,71.73587824686426
2004-05-06,71.18072506162274
2004-05-07,71.058946823822
2004-05-10,69.66788162942836
2004-05-11,70.45752050159275
2004-05-12,70.2146634201262
2004-05-13,70.35381367909157
2004-05-14,70.04133184580662
2004-05-17,68.4669832627448
2004-05-18,69.19105218758666
2004-05-19,69.58065717187343
2004-05-20,69.80167647981271
2004-05-21,69.81604144300731
2004-05-24,70.28121175861442
2004-05-25,70.13148152699958
2004-05-26,70.56478123108015
2004-05-27,70.33741468611704
2004-05-28,70.51777499363929
2004-05-31,70.547663496793
2004-06-01,70.430910733499
2004-06-02,70.3512384192694
2004-06-03,69.99889826394488
2004-06-04,70.39528692098533
2004-06-07,71.262604586283
2004-06-08,71.58683234534335
2004-06-09,71.87490903918575
2004-06-10,72.10719805474828
2004-06-11,72.31097170952015
2004-06-14,71.18353885497677
2004-06-15,71.64304169888155
2004-06-16,72.31844031948661
2004-06-17,72.24494018441818
2004-06-18,71.92306940917611
2004-06-21,72.02348088720767
2004-06-22,71.91397397132238
2004-06-23,72.35203199945538
2004-06-24,72.23536089284006
2004-06-25,72.17497935351466
2004-06-28,72.10417985282749
2004-06-29,72.3731745979128
2004-06-30,72.20946800079001
2004-07-01,71.88472386590678
2004-07-02,70.91845023270778
2004-07-05,70.88605607942124
2004-07-06,70.46051303724106
2004-07-07,70.1889105620156
2004-07-08,69.69624385536582
2004-07-09,69.97421264299815
2004-07-12,69.94913708636032
2004-07-13,70.31065760205622
2004-07-14,69.75970916689424
2004-07-15,69.43173816506228
2004-07-16,69.11798710545581
2004-07-19,69.16469838804971
2004-07-20,69.51135707162469
2004-07-21,69.79348882173647
2004-07-22,69.33159244475979
2004-07-23,69.4814231357161
2004-07-26,69.01393197978504
