Date,WORLD,WORLD ex USA,EAFE,USA,ACWI,ACWI ex USA,EM
2013-06-28,1433.548,1649.122,1638.941,1532.118,355.811,245.980,940.330
2013-07-31,1507.913,1735.944,1724.754,1610.618,372.490,256.496,947.553
2013-08-30,1472.738,1709.130,1697.343,1562.547,363.976,252.339,929.536
2013-09-30,1543.672,1825.328,1818.232,1611.751,382.070,269.191,987.458
2013-10-31,1602.860,1885.382,1878.393,1681.187,397.109,278.880,1034.420
2013-11-29,1628.424,1893.167,1888.914,1725.163,402.047,278.861,1018.284
2013-12-31,1661.069,1919.917,1915.603,1768.418,408.549,281.063,1002.693
2014-01-31,1598.456,1841.299,1837.639,1706.586,391.921,268.099,936.527
2014-02-28,1675.400,1938.004,1935.884,1782.460,410.129,281.064,966.421
2014-03-31,1673.874,1921.734,1915.692,1792.014,411.021,280.820,994.653
2014-04-30,1687.742,1945.638,1936.666,1800.716,414.094,283.627,995.283
2014-05-30,1715.184,1965.025,1956.612,1839.430,421.534,287.766,1027.693
2014-06-30,1743.415,1989.428,1972.120,1875.865,428.746,291.951,1050.778
2014-07-31,1714.353,1952.986,1932.656,1847.140,423.043,288.628,1065.775
2014-08-29,1748.688,1949.698,1924.620,1917.081,431.549,289.555,1087.880
2014-09-30,1698.408,1865.119,1846.083,1884.244,416.850,274.897,1005.326
2014-10-31,1708.092,1834.240,1818.345,1927.442,419.451,271.969,1016.072
2014-11-28,1739.497,1853.542,1839.728,1974.158,425.821,273.525,1004.715
2014-12-31,1709.672,1790.535,1774.888,1964.734,417.120,263.379,956.308
2015-01-30,1677.537,1783.035,1782.700,1907.318,410.328,262.831,961.605
2015-02-27,1772.862,1886.644,1886.261,2013.910,432.474,276.480,990.275
2015-03-31,1740.814,1847.267,1849.340,1981.620,424.758,271.007,974.572
2015-04-30,1778.400,1920.997,1918.397,1997.634,436.296,283.874,1047.781
2015-05-29,1779.307,1895.394,1898.984,2019.685,434.515,278.319,1004.218
2015-06-30,1735.613,1838.715,1842.457,1978.103,423.509,269.881,972.254
2015-07-31,1765.604,1866.642,1879.750,2015.308,426.781,268.791,901.676
2015-08-31,1645.430,1726.219,1736.808,1888.736,396.733,247.651,818.730
2015-09-30,1581.922,1634.945,1644.404,1835.496,381.651,235.571,792.049
2015-10-30,1705.803,1756.449,1771.658,1984.458,411.249,252.893,847.839
2015-11-30,1694.397,1725.476,1741.012,1986.563,407.197,247.299,814.297
2015-12-31,1662.794,1693.055,1716.275,1949.703,399.362,242.348,794.139
2016-01-29,1562.178,1575.601,1591.464,1843.877,375.017,225.743,742.371
2016-02-29,1547.174,1549.657,1558.167,1834.974,371.662,222.663,740.327
2016-03-31,1648.118,1647.687,1652.035,1957.216,398.255,239.856,836.803
2016-04-29,1670.796,1694.213,1693.181,1964.634,403.340,245.363,840.190
2016-05-31,1674.613,1665.792,1667.844,1995.556,402.574,240.080,807.454
2016-06-30,1653.229,1611.700,1608.454,1997.333,399.290,235.660,834.103
2016-07-29,1721.788,1689.938,1689.115,2070.684,416.088,247.029,873.471
2016-08-31,1719.524,1686.987,1685.571,2068.572,416.613,247.984,893.678
2016-09-30,1725.665,1702.978,1701.692,2067.660,418.434,250.420,903.460
2016-10-31,1690.922,1668.576,1665.721,2026.098,411.015,246.639,905.089
2016-11-30,1712.089,1638.985,1629.671,2093.611,413.430,240.574,862.832
2016-12-30,1751.219,1690.925,1684.002,2129.356,421.839,246.390,862.275
2017-01-31,1792.403,1740.545,1732.377,2171.188,433.128,255.024,909.228
2017-02-28,1838.699,1756.786,1753.089,2251.289,444.503,258.613,936.371
2017-03-31,1853.690,1793.338,1792.976,2250.906,448.866,264.157,958.369
2017-04-28,1878.276,1826.758,1833.698,2272.620,455.173,269.192,977.959
2017-05-31,1911.740,1877.475,1890.056,2297.763,463.794,276.680,1005.326
2017-06-30,1916.426,1875.647,1883.192,2308.818,465.088,276.831,1010.800
2017-07-31,1961.100,1930.658,1936.910,2353.080,477.583,286.633,1066.233
2017-08-31,1959.743,1925.046,1930.822,2355.077,478.406,287.399,1087.698
2017-09-29,2000.553,1970.061,1973.806,2399.928,486.879,292.075,1081.722
2017-10-31,2036.804,1995.508,2002.543,2452.155,496.625,297.369,1119.079
2017-11-30,2077.360,2012.304,2020.125,2520.547,505.442,299.370,1120.793
2017-12-29,2103.448,2046.467,2050.792,2544.580,513.026,305.670,1158.454
2018-01-31,2213.238,2140.969,2153.054,2687.942,541.673,322.572,1254.587
2018-02-28,2117.993,2035.271,2051.728,2583.866,518.079,306.813,1195.193
2018-03-30,2066.845,1991.389,2005.672,2516.933,505.808,300.294,1170.875
2018-04-30,2086.514,2029.637,2043.656,2524.279,509.694,304.166,1164.428
2018-05-31,2092.923,1980.356,1986.168,2579.758,508.769,295.770,1120.710
2018-06-29,2089.301,1955.227,1958.640,2593.865,505.198,289.519,1069.517
2018-07-31,2153.096,2002.271,2006.058,2683.955,519.818,295.957,1087.456
2018-08-31,2175.498,1959.320,1962.045,2766.766,522.881,289.056,1055.960
2018-09-28,2184.009,1969.332,1973.599,2775.550,524.253,289.616,1047.908
2018-10-31,2021.982,1811.273,1815.167,2579.960,484.571,265.836,955.924
2018-11-30,2041.359,1806.323,1809.564,2623.848,490.857,267.943,994.717
2018-12-31,1883.901,1710.883,1719.878,2383.552,455.662,255.407,965.776
2019-01-31,2028.492,1831.021,1831.095,2576.155,491.194,274.461,1049.927
2019-02-28,2085.845,1874.153,1873.719,2656.461,503.481,279.299,1050.951
2019-03-29,2107.742,1874.070,1875.432,2701.536,508.548,279.785,1058.127
2019-04-30,2178.674,1920.740,1921.494,2806.699,524.844,286.390,1079.235
2019-05-31,2046.246,1818.889,1817.393,2623.152,492.115,269.603,997.998
2019-06-28,2178.347,1923.861,1922.302,2803.317,523.442,285.111,1054.856
2019-07-31,2187.564,1899.671,1897.123,2843.244,524.350,281.199,1037.009
2019-08-30,2138.521,1847.804,1842.579,2787.599,510.877,271.799,984.334
2019-09-30,2180.018,1893.702,1889.358,2832.913,520.651,277.993,1000.996
2019-10-31,2233.526,1953.037,1955.480,2891.186,534.411,287.398,1041.981
2019-11-29,2292.259,1974.385,1974.471,2993.500,546.695,289.567,1040.045
2019-12-31,2358.468,2035.383,2036.941,3076.489,565.244,301.673,1114.660
2020-01-31,2342.414,1994.985,1993.715,3078.776,558.621,293.435,1062.343
2020-02-28,2141.124,1814.207,1809.714,2822.375,512.757,269.784,1005.516
2020-03-31,1852.727,1549.780,1559.594,2459.870,442.346,229.685,848.577
2020-04-30,2052.845,1655.075,1657.691,2780.191,489.169,246.692,924.937
2020-05-29,2147.882,1720.854,1725.094,2918.447,509.470,254.146,930.354
2020-06-30,2201.788,1776.441,1780.576,2980.733,524.908,265.000,995.098
2020-07-31,2304.982,1821.676,1820.210,3153.988,551.894,276.211,1078.919
2020-08-31,2455.512,1911.946,1909.990,3385.293,584.864,287.542,1101.499
2020-09-30,2367.270,1853.141,1855.321,3254.942,565.148,279.803,1081.996
2020-10-30,2292.925,1778.887,1780.085,3166.928,550.995,273.575,1103.458
2020-11-30,2583.143,2049.537,2053.829,3527.526,618.266,310.098,1205.068
2020-12-31,2690.044,2140.706,2147.525,3667.922,646.268,326.457,1291.264
2021-01-29,2661.691,2116.955,2124.045,3630.303,642.907,326.968,1329.566
2021-02-26,2726.910,2168.052,2168.867,3719.932,657.146,333.106,1339.259
2021-03-31,2811.699,2213.441,2208.318,3854.966,673.288,336.074,1316.425
2021-04-30,2938.764,2277.009,2268.512,4061.259,701.830,345.205,1347.612
2021-05-31,2975.701,2348.123,2333.995,4074.954,711.450,354.948,1376.208
2021-06-30,3017.222,2321.283,2304.917,4183.802,719.970,352.026,1374.637
2021-07-30,3069.249,2335.233,2321.088,4278.635,724.209,345.716,1277.805
2021-08-31,3141.351,2367.318,2356.418,4399.110,741.271,351.518,1308.670
2021-09-30,3006.604,2292.771,2281.289,4186.849,709.512,339.297,1253.097
2021-10-29,3174.725,2358.908,2335.529,4475.121,745.229,347.122,1264.754
2021-11-30,3101.796,2245.389,2223.704,4424.065,726.531,331.101,1212.418
2021-12-31,3231.727,2357.515,2336.068,4593.595,754.828,344.327,1232.008
2022-01-31,3059.047,2252.413,2222.450,4329.863,717.375,331.493,1208.232
2022-02-28,2977.954,2213.424,2179.099,4196.992,698.020,324.458,1171.310
2022-03-31,3053.070,2228.138,2181.631,4338.852,711.558,323.591,1141.787
2022-04-29,2795.615,2075.283,2033.700,3942.291,653.667,302.423,1076.190
2022-05-31,2791.013,2082.105,2037.872,3926.839,652.814,303.251,1077.666
2022-06-30,2546.185,1883.429,1846.284,3596.344,596.774,276.436,1000.668
2022-07-29,2746.365,1975.688,1937.260,3927.709,637.717,285.383,993.782
2022-08-31,2627.321,1878.578,1840.502,3767.449,613.107,275.399,994.114
2022-09-30,2378.645,1698.023,1661.482,3413.247,553.371,247.047,875.786
2022-10-31,2547.716,1790.448,1750.004,3680.535,586.374,254.273,848.163
2022-11-30,2720.889,1977.940,1944.027,3873.160,630.918,283.821,972.285
2022-12-30,2602.685,1966.336,1943.925,3640.193,605.382,281.305,956.378
2023-01-31,2784.995,2126.173,2100.435,3875.932,648.365,303.953,1031.497
2023-02-28,2714.571,2073.608,2053.690,3776.884,629.023,292.933,964.006
2023-03-31,2791.438,2108.256,2092.599,3904.804,646.762,298.679,990.284
2023-04-28,2835.928,2160.610,2143.846,3950.686,654.997,302.931,977.046
2023-05-31,2800.557,2055.807,2041.807,3969.210,646.375,290.654,958.527
2023-06-30,2966.724,2150.291,2131.725,4228.587,682.841,302.898,989.475
2023-07-31,3064.297,2218.205,2199.364,4370.098,707.109,314.691,1046.912
2023-08-31,2986.023,2126.585,2109.158,4288.811,686.150,299.708,980.325
2023-09-29,2853.235,2049.037,2031.260,4083.329,656.820,289.485,952.784
2023-10-31,2768.621,1961.285,1947.914,3985.592,636.655,277.365,915.196
2023-11-30,3023.630,2141.738,2124.909,4352.859,694.380,301.825,987.099
2023-12-29,3169.180,2256.808,2236.161,4552.007,726.996,316.619,1023.741
2024-01-31,3205.317,2265.285,2248.204,4618.899,730.838,313.314,975.799
2024-02-29,3337.204,2300.559,2285.973,4859.230,761.282,320.792,1020.940
2024-03-29,3437.760,2366.973,2349.415,5008.175,783.584,329.424,1043.201
2024-04-30,3305.296,2295.938,2280.531,4797.682,756.609,322.504,1045.948
2024-05-31,3445.172,2371.464,2355.674,5019.498,785.537,330.380,1048.962
2024-06-28,3511.782,2328.850,2314.632,5192.937,802.010,329.379,1086.250
2024-07-31,3571.575,2400.466,2381.439,5253.779,814.155,336.439,1084.769
2024-08-30,3661.241,2475.252,2453.442,5373.147,833.682,345.280,1099.923
2024-09-30,3723.032,2495.321,2468.659,5482.516,851.783,353.622,1170.853
2024-10-31,3647.137,2366.326,2332.940,5438.029,832.303,336.162,1119.522
2024-11-29,3810.141,2368.033,2315.771,5770.646,862.489,332.662,1078.570
2024-12-31,3707.837,2302.710,2261.808,5617.202,841.332,325.879,1075.475
