Date,WORLD
2015-11-11,218.33066013815525
2015-11-12,215.23203602627459
2015-11-13,213.4765789717365
2015-11-16,215.4874390985297
2015-11-17,217.97775796661142
2015-11-18,220.06752504037746
2015-11-19,219.4177196376481
2015-11-20,221.0971707847707
2015-11-23,221.45525919193707
2015-11-24,220.76264522366546
2015-11-25,221.88585745330465
2015-11-26,222.3251570780917
2015-11-27,222.39611011045525
2015-11-30,222.3225632719512
2015-12-01,223.4221321959212
2015-12-02,222.3526686258829
2015-12-03,214.35348431778473
2015-12-04,215.73231827424806
2015-12-07,215.40904289236423
2015-12-08,213.0250612752444
2015-12-09,210.4575290402383
2015-12-10,210.89867713702162
2015-12-11,206.48036918969703
2015-12-14,205.21764186634684
2015-12-15,209.05094768057438
2015-12-16,211.42115452768715
2015-12-17,211.8438840763786
2015-12-18,208.8952803500379
2015-12-21,208.1733939868646
2015-12-22,208.6755462606956
2015-12-23,213.07210633524923
2015-12-24,211.8564229768879
2015-12-25,211.7680121116272
2015-12-28,211.16978632102214
2015-12-29,214.40624500888217
2015-12-30,213.0992578286122
2015-12-31,212.3526640630465
2016-01-01,212.3526640630465
2016-01-04,209.42590497365168
2016-01-05,211.02575527765222
2016-01-06,207.84672774639992
2016-01-07,201.92298882227982
2016-01-08,198.69218494714437
2016-01-11,199.13929075601905
2016-01-12,200.1833732676271
2016-01-13,197.53423065175815
2016-01-14,198.3301434016573
2016-01-15,192.74114092178885
2016-01-18,193.21041418521978
2016-01-19,193.62384796738402
2016-01-20,189.99907109214672
2016-01-21,192.08555313668575
2016-01-22,197.0628753149616
2016-01-25,194.91368303584187
2016-01-26,196.49653572167426
2016-01-27,195.55635524655605
2016-01-28,194.50812051414096
2016-01-29,200.43300652535373
2016-02-01,199.6617905898357
2016-02-02,196.01693379202945
2016-02-03,193.64408861576936
2016-02-04,192.57665730761735
2016-02-05,189.92450709746856
2016-02-08,186.7085665753193
2016-02-09,182.82132175087932
2016-02-10,184.50518887521113
2016-02-11,179.92633037499297
2016-02-12,183.69693563335164
2016-02-15,187.52053547117725
2016-02-16,189.55389027666803
2016-02-17,192.7966805747128
2016-02-18,193.34886319846626
2016-02-19,192.57259139047775
2016-02-22,196.4607774913076
2016-02-23,194.34733680553293
2016-02-24,193.63213986809853
2016-02-25,195.926852047224
2016-02-26,197.92187971847136
2016-02-29,198.11734192286684
2016-03-01,201.8344030131271
2016-03-02,204.0836826043013
2016-03-03,203.50225473225564
2016-03-04,203.35102755428372
2016-03-07,203.74389460894312
2016-03-08,200.71466440808007
2016-03-09,202.12344534472356
2016-03-10,199.51140911268232
2016-03-11,202.94396940179274
2016-03-14,204.06665566039118
2016-03-15,202.93220076325605
2016-03-16,203.92187819848118
2016-03-17,202.23861765011662
2016-03-18,203.0194018438235
2016-03-21,203.3826547726861
2016-03-22,203.9822679305263
2016-03-23,203.4013541552507
2016-03-24,202.4938598402617
2016-03-25,202.68115355243322
2016-03-28,202.2379170029377
2016-03-29,203.96425042113412
2016-03-30,203.01858580651123
2016-03-31,201.72176742855842
2016-04-01,201.66543048462205
2016-04-04,201.11114768351777
2016-04-05,198.4936640562894
2016-04-06,200.37492256753453
2016-04-07,198.851127726127
2016-04-08,199.7053523379224
2016-04-11,199.10920361618935
2016-04-12,201.77733045898623
2016-04-13,206.15857483071952
2016-04-14,207.27634786796435
2016-04-15,206.46563050991676
2016-04-18,206.5050832909353
2016-04-19,207.8157411398385
2016-04-20,208.85427993119296
2016-04-21,209.12103028092884
2016-04-22,209.51166185944658
2016-04-25,208.5677616245853
2016-04-26,208.23862989216542
2016-04-27,208.25454409101744
2016-04-28,207.15787168632258
2016-04-29,203.87603121120682
2016-05-02,203.431928294721
2016-05-03,201.31154151204666
2016-05-04,200.00027242737656
2016-05-05,201.35286929268307
2016-05-06,201.21281480724323
2016-05-09,201.63422333386967
2016-05-10,204.08838693470514
2016-05-11,202.37609703955263
2016-05-12,202.53747027788464
2016-05-13,202.72364829706004
2016-05-16,203.7223008309658
2016-05-17,202.84260310141514
2016-05-18,203.82194046491855
2016-05-19,203.54051333897223
2016-05-20,204.94234611549155
2016-05-23,204.69906338920342
2016-05-24,207.77492795014462
2016-05-25,209.9135232196135
2016-05-26,209.59902704814766
2016-05-27,211.12094181337844
2016-05-30,211.09856507104277
2016-05-31,210.9328052695679
2016-06-01,209.97706735022413
2016-06-02,210.3658095091207
2016-06-03,207.76152538211986
2016-06-06,208.1180743910312
2016-06-07,209.32008875719538
2016-06-08,209.24012843495612
2016-06-09,209.212313475845
2016-06-10,206.82283777948368
2016-06-13,204.36328640815316
2016-06-14,204.11801677908667
2016-06-15,204.09101158501517
2016-06-16,205.0159003824357
2016-06-17,204.11910793685965
2016-06-20,206.05004100321707
2016-06-21,207.84677638367208
2016-06-22,207.5386700806829
2016-06-23,209.24445505417168
2016-06-24,203.19136459011634
2016-06-27,201.03853745034343
2016-06-28,203.21004183766536
2016-06-29,206.73167377720648
2016-06-30,209.00101638130883
2016-07-01,209.48432834325382
2016-07-04,209.46167693042565
2016-07-05,208.0666688891765
2016-07-06,208.2005303566188
2016-07-07,208.5975647305522
2016-07-08,211.65774731060588
2016-07-11,213.2073216227821
2016-07-12,214.60032065107524
2016-07-13,214.41928667340727
2016-07-14,215.52184820317737
2016-07-15,215.84673334145086
2016-07-18,216.37477903029125
2016-07-19,216.7734133754602
2016-07-20,217.92140641183653
2016-07-21,217.90641246333854
2016-07-22,218.518209272158
2016-07-25,218.20178466209194
2016-07-26,218.25947977198206
2016-07-27,218.21904777860343
2016-07-28,216.53938407153134
2016-07-29,216.40897160867357
